"app_id","GOOD","app_date","disp_income","occ_code","cust_age","time_emp","res_indicator","I_03","I_04","ER_01","ER_02","I_05","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02"
2987,"1","AUG2005",1,"SO",18,0,"P",58,1,10,0.23,10,0.0745839428,59.9375,1.07,1,0,"3",1.93214285714286
2874,"1","AUG2005",1,"SC",18,0,"P",16.7395238095238,1.175,25,0,9,0,80.734375,1,0,0.579999999999957,"5",0
3108,"1","AUG2005",1,"SE",16,0,"P",17.829,1.05,14.735,0.445625,9,0,75.390625,1.06,0,-1.66835434356472e-13,"5",2.34
3137,"1","AUG2005",0,"SF",18,0,"P",8.99961538461539,1,6,0,13,0.0702192236,48.03125,1.1,0,5.44999999999984,"5",2.95
3168,"1","AUG2005",0,"SH",18,0,"P",25,1,21,0,16,0.1880155266,66.546875,1.03,1,0,"3",2.29714285714286
3140,"1","AUG2005",0,"SH",19,0,"P",11,2,5,2,7,0,70.328125,1,1,0,"3",2
2995,"1","AUG2005",1,"SF",18,0,"P",15,1,19,0,8,0.0200562212,81.359375,1.03,1,0,"3",2.025
3113,"1","AUG2005",0,"SC",18,0,"P",10,1,10,1,7,0.54557354,40.453125,1.105,1,0,"3",2.33
3155,"1","AUG2005",0,"SC",18,0,"P",35,1,13,0,9,0.0822748458,62.109375,1.03,1,0,"3",1.865
3405,"1","AUG2005",0,"SD",18,0,"P",25,1,16,0.475454545454545,43,0.0767460542,74.875,1.08,1,0,"3",2.45566666666667
3383,"1","AUG2005",1,"SH",18,0,"P",12.05,1.01,21,0,38,0.0672318542,64,1.1,0,0.379999999999846,"5",2.735
3201,"1","AUG2005",0,"SB",20,0,"P",13,3,16,0,36,0.1762386942,42.3046875,1,2,0,"3",0.69
3204,"1","AUG2005",0,"SD",18,0,"P",8.63333333333333,1.07,10,0,29,0,85.21875,1.01,0,7.16999999999982,"5",2.19
3358,"1","AUG2005",1,"SL",18,0,"P",68,1,0,0.843333333333333,26,0,69.21875,1.05333333333333,1,0,"3",1.814
3194,"1","AUG2005",2,"SO",19,0,"P",37,1,12,0,24,0.0636311655,56.4609375,1.03,1,0,"3",2.12823529411765
3285,"1","AUG2005",1,"SM",23,0,"P",19.84,1.1,3,3.27,19,0.2672611512,53.5546875,1.06,0,1.53999999999989,"5",2.4975
3389,"1","AUG2005",0,"SB",18,0,"P",40,1,8.21,0,16,0.5031807832,56.0390625,1.19416666666667,1,0,"3",1.80714285714286
3216,"1","AUG2005",0,"SK",18,0,"P",5,1.22260198135198,19,0,15,0.052222425,54.828125,1,0,5.00999999999996,"5",2
3239,"1","AUG2005",1,"SK",18,0,"P",15.6302424242424,1.02142857142857,18,0.55,12,0,92.296875,1.11,0,-1.67972302733688e-13,"5",2.465
3238,"1","AUG2005",1,"SC",19,1,"P",10,1,16,0,10,0,80.125,1.01,1,0,"3",4
3357,"1","AUG2005",0,"SM",18,0,"P",2,1,22,0,11,0,61.7734375,1.04,1,0,"3",2.17033333333333
3212,"1","AUG2005",0,"SA",18,0,"P",60,1,10,1.10212121212121,8,0.1013644824,57.328125,1.068,1,0,"3",2.23880952380952
3341,"1","AUG2005",120,"SF",19,0,"P",7,1,1,0,9,0.0650422049,59.818500976563,1.08,1,0,"3",3
3265,"1","AUG2005",0,"SO",19,0,"P",12,1,23,0,7,0.32295366,70.78125,1.1,1,0,"3",2.97083333333333
3345,"1","AUG2005",0,"SF",18,0,"P",10.7246153846154,1.01,10,0,6,0.0470432757,48.6015625,1.11,0,5.44999999999985,"5",3
3303,"1","AUG2005",0,"SH",18,0,"P",16,1,3,0,7,0,74.375,1.04,1,0,"3",1.66547619047619
3283,"1","AUG2005",0,"SA",18,0,"P",36,1.32,28,9.68,7,0,79.1875,1.08,0,40.9825,"5",2.84
3222,"1","AUG2005",0,"SA",18,0,"P",22,1,23,1,5,0.112307152,59.3984375,1.02,1,0,"3",2.01416666666667
3205,"1","AUG2005",0,"SC",19,0,"P",8.51,1.01,4,0,5,0,32.6484375,1.18,0,11.1599999999999,"5",2.96
3286,"1","AUG2005",1,"SB",18,0,"P",24,1,6,0,3,0.1548841028,53.296875,1.05,1,0,"3",1.65214285714286
3305,"1","AUG2005",500,"SO",30,0,"R",74,2,13,4.22777777777778,3,0.1213279266,52.581416015626,1.09,1,0,"3",2.38
3177,"1","AUG2005",0,"SC",18,0,"P",10.4725238095238,1.24424242424242,5,0,3,0,61.8203125,1,0,9.81999999999995,"5",0
3321,"1","AUG2005",100,"SC",18,0,"P",71,2,15,1,2,0.0378904727,82.015625,1,1,0,"3",0
3272,"1","AUG2005",0,"SK",18,0,"P",16.3796153846154,1.02142857142857,24,0,9,0.2647640873,72.5,1.09,0,-1.71951342053944e-13,"5",2.43
3264,"1","AUG2005",0,"SD",18,0,"P",15.41,1.11,10.15,0.427333333333333,2,0.5230933037,58.2578125,1.16,0,6.97999999999987,"5",2.1
3259,"1","AUG2005",0,"SC",18,0,"P",12.28,1.07,23,0,2,0.4416263374,60.0390625,1.11,0,7.01999999999987,"5",2.21
3269,"1","AUG2005",21,"SH",19,0,"P",41,1,28,0,17,0.1010295642,5.7275390625,1.09,1,0,"3",2.54
3367,"1","AUG2005",160,"SO",18,0.173333333333333,"P",6.94,1,16,0,7,0,43.484375,1.15,0,1.06999999999987,"5",2.812
3363,"1","AUG2005",0,"SL",28,0,"P",57,1,11.86,6.75,1,0.0022125993,71.109375,1,1,0,"3",2
3291,"1","AUG2005",0,"SF",18,0,"P",10.9178571428571,1.394,1,2,13,0,95.96875,1,0,36.82,"5",0
3311,"1","AUG2005",0,"SB",18,0,"P",27,1,9.74619047619048,0.13727619047619,17.9116666666667,0,47.4453125,1.05,1,0,"3",1.79428571428571
3253,"1","AUG2005",0,"SN",25,1,"H",3,3,9.46,2.96,17.0375,0.1576259639,47.609375,2,3,642,"3",1
3182,"1","AUG2005",0,"SO",18,0,"P",7.43285714285714,1.19,1,0,14,0.038202194,83.09375,1,0,24.33,"5",0
3368,"1","AUG2005",1,"SM",18,0,"P",3,1,3,0,16,0,34.875,1,1,0,"3",0
3214,"1","AUG2005",0,"SO",18,0,"P",11.0308333333333,1.05,5,2,15,0.084513545,39.296875,1.06,0,10.1899999999999,"5",2.7275
3224,"1","AUG2005",0,"SM",23,4,"P",12,1.59,10,6,9,0,58,1,0,724.09,"5",1
3280,"1","AUG2005",0,"SO",18,0,"P",7,1,19,0,11,0,75.609375,1.03,1,0,"3",2.67295454545455
3378,"1","AUG2005",440,"SM",26,5,"R",7,2,12.965,3.39,21.2975,0.0734730263,30.69921875,1,2,3190,"3",3
3364,"1","AUG2005",1,"SM",18,0,"P",34,1,15.12,0.765,21.41,0.2854025317,66.65625,1.04,1,0,"3",2.18714285714286
3313,"1","AUG2005",1,"SC",19,0,"P",12,1,12.53,1,17.0686666666667,0.0037329939,58.21875,1,1,0,"3",2
3399,"1","AUG2005",0,"SF",18,0,"P",14,1,13,0,18,0.0005741494,64.328125,1.05,1,0,"3",1.84545454545455
3381,"1","AUG2005",1,"SM",21,1,"R",13.35,1.09,9.91,1.7,13.3933333333333,0,54.96625,1.06,0,3.03999999999988,"4",2.34823529411765
3290,"1","AUG2005",0,"SA",18,0,"P",23.7209761904762,1.06,9.64,0.95,23.705,0,62.135732421875,1.09,0,-1.72803993336856e-13,"4",2.134
3203,"1","AUG2005",0,"SO",20,0,"R",7.455,1.08,11.86,1.12,8.84238095238095,0.2218761714,39.609375,1.13,0,19.7299999999999,"5",2.79
3196,"1","AUG2005",0,"SC",18,0,"P",6.605,1.04,9.41,0,19.2,0.03859881,18.1640625,1.19,0,19.8999999999998,"5",2.478
3207,"0","AUG2005",0,"SD",18,0,"P",9.66283333333333,1.06,9,0,55,0.063492205,81.546875,1.01,0,5.44999999999983,"5",2.34
3387,"1","AUG2005",0,"SO",16,0,"P",17.455,1.01,15.0916666666667,0.24,31,0.0679964572,57.65625,1.11,0,1.49999999999982,"5",2.72
3195,"0","AUG2005",1,"SF",20,0,"P",4,1,7,4,55,0.0418316681,83.421875,1.14,1,0,"3",3
3215,"0","AUG2005",0,"SC",18,0,"P",8.51,1,14,0,36,0.0462737316,50.515625,1.09,0,-1.688249540166e-13,"5",2.92333333333333
3298,"0","AUG2005",0,"SB",18,0,"P",9.76583333333333,1,8,0,32,0.0190215803,60.2109375,1.11,0,6.51999999999982,"5",2.96333333333333
3352,"0","AUG2005",20,"SF",18,0,"P",67,1,18,0,28,0.5638732277,64.796875,1,1,0,"3",0
3297,"0","AUG2005",0,"SL",22,5,"P",17,2,2,3,24,0,52.6015625,1,2,3296,"3",1.74
3235,"0","AUG2005",0,"SB",18,0,"P",29.46,1.05,15.2872,12,15,0.3853018656,87.859375,1.11,0,3.44999999999988,"5",2.86
3217,"0","AUG2005",1,"SO",18,0,"P",4,1,11.0802857142857,0.222222222222222,8,0,71.390625,1,1,0,"3",2
3312,"0","AUG2005",0,"SL",19,0,"P",2,2,2,1,6,0,47.53125,2,1,0,"3",1
3249,"0","AUG2005",0,"SO",19,0,"P",33,1,2,1,1,0.3011097265,33.546875,1.25,1,0,"3",2.72
3256,"0","AUG2005",0,"SC",20,2,"P",12,1,28,1,9,0.0246783485,62.078125,1,1,1636,"3",3
3380,"0","AUG2005",1,"SH",19,1,"P",25,1,4,0,2,0.1275455197,76.421875,1.04,1,0,"3",3
3317,"0","AUG2005",600,"SB",20,0,"P",7,1,4,2,2,0.2227671617,59.5703125,2,0,47.37,"2",2
3193,"1","AUG2005",0,"SD",18,0,"P",2,1.12,17,0,38,0,76.25,1.03,0,2.71999999999986,"5",2.69122222222222
3361,"0","AUG2005",1,"SO",20,0,"R",7.82,1.35125,8.785,1.65,9.01666666666667,0.1393849603,36.921875,1,0,96.29,"5",0
3295,"0","AUG2005",0,"SL",20,0,"P",9,4,13.635,0,24.5556428571429,0,83.65625,1,1,0,"3",1.07
3371,"0","AUG2005",0,"SH",18,0,"P",17.006282051282,1.01,13.13,0.7125,18.1054166666667,0.2486931714,58.5234375,1.08,0,0.00999999999984567,"5",2.54
3296,"0","AUG2005",0,"SO",19,1,"P",2,1,8.754,0.848888888888889,12.27,0.4544414096,49.34375,1,1,0,"3",1
3395,"0","AUG2005",1,"SD",20,0,"P",4,1,14.865,1,22.0183333333333,0.1146398922,65.640625,1.02,1,0,"3",2.74
3376,"0","AUG2005",1,"SO",24,0,"P",38,1,11,4.08375,14.5275,0,61.479736328125,1,1,95,"3",0.933333333333333
3179,"0","AUG2005",0,"SM",19,0,"P",4,2,11.6233333333333,2,28.954,0.0262673508,67.859375,2,2,107,"2",1
3229,"0","AUG2005",0,"SA",19,0,"P",10.66,1.095,17.21,3,15.3794444444444,0,62.484375,1.06,0,1.90249999999988,"5",3.37
3340,"0","AUG2005",0,"SO",18,1,"P",13.29,1.01,4.59333333333333,0.814,1,0.1243323477,55.359375,1.16,0,22.5799999999999,"5",2.33
3288,"0","AUG2005",0,"SB",19,0,"P",12,1,0,0,3,0,60.21875,1.09,1,0,"3",3
3267,"0","AUG2005",21,"SB",19,0,"P",3,1,24,1,5,0,73.765625,2,1,0,"3",1
3247,"0","AUG2005",0,"SO",18,0,"P",9.89619047619047,1.18,10,0,11,0,64.5,1,0,8.58999999999995,"5",0
3208,"0","AUG2005",1,"SM",19,0,"P",17,1,3,1,5,0.3722065249,70.140625,1.18916666666667,1,0,"3",3
3360,"0","AUG2005",440,"SA",48,3,"R",1,1,13.545,7,22.85,0.3036838919,35.9609375,2,1,0,"3",0
3339,"0","AUG2005",1,"SA",19,1,"P",46,1,10,1,8,0.1406535995,43.140625,1.078,1,0,"3",2.52
3287,"0","AUG2005",0,"SA",19,0,"P",30,1,0,0,8,0.2701455364,57.15625,1,1,0,"3",1
3324,"0","AUG2005",1,"SO",19,0,"P",7,1.23,19,3,25,0.0153868302,85.609375,1.06,0,3.09999999999988,"5",2.9
3351,"1","AUG2005",0,"SO",18,0,"P",9.34630952380952,1.05,2,0,15,0,70.0857114955357,1.04,0,6.69999999999984,"5",2.96
3190,"0","AUG2005",0,"SD",19,0,"P",9.03,1.02,2,0.923333333333333,16,0.0930242944,73.484375,1.12,0,6.67199999999987,"5",2.95
3398,"0","AUG2005",0,"SE",19,0,"P",26,1,9,0,21,0.353924403,46.7890625,1.07916666666667,1,0,"3",2.05823529411765
3385,"0","AUG2005",0,"SB",18,0,"P",10.85,1.03,2,0,26,0.2153310543,68.640625,1.13,0,13.4299999999998,"5",2.64
3213,"0","AUG2005",1,"SB",27,0,"P",7.24,1.45,8.01,3.19333333333333,15.935,0.1044992844,40.1328125,2,0,71.845,"5",0
3304,"0","AUG2005",580,"SO",21,0,"P",21,2,4,1,25,0,93.546875,1,1,0,"3",1.206
3601,"1","AUG2005",0,"SO",18,0,"P",13,2,6,0,73,0.0868073828,70.6875,1,1,0,"3",0.651333333333333
3563,"1","AUG2005",0,"SB",18,0,"P",2,1,26,0,40,0.1911585541,51.6484375,2,1,0,"3",0
3430,"1","AUG2005",1,"SO",18,0,"P",2,1,20,0,37,0,84.359375,2,1,0,"3",0
3803,"1","AUG2005",1,"SO",21,1,"P",13,3,20,4,37,0.0383504991,53.1953125,1,2,753,"3",1.33
3791,"1","AUG2005",0,"SO",19,0,"P",20,1,26,2,34,0.0791929108,74.578125,1,1,0,"3",0
3816,"1","AUG2005",1,"SO",18,0,"P",10.07,1.25,8,0,33,0.0192964342,80.265625,1.01,0,19.1899999999999,"5",1.8
3802,"1","AUG2005",0,"SA",19,0,"P",7,1,4,1,29,0.0659450972,86.765625,1.21,1,0,"2",3
3538,"1","AUG2005",0,"SO",17,0,"P",8.99285714285714,1.3,2,0.78,28,0,90.75,1,0,17.09,"5",0
3519,"1","AUG2005",0,"SC",19,0,"P",20,1,11,1,26,0.2337539005,52.7578125,1,1,0,"3",0
3737,"1","AUG2005",120,"SA",18,0.12,"P",12.7983333333333,1.11,17,0,24,0.0425201101,82.328125,1.03,0,0.81999999999984,"5",2.21
3772,"1","AUG2005",2,"SH",19,0,"P",7,1,18,0,23,0.0115341248,57.9609375,1.04,1,0,"3",2.91214285714286
3799,"1","AUG2005",0,"SE",19,0,"P",17,2,4,1.55,24,0,11.509765625,1,1,0,"3",1.12
3486,"1","AUG2005",0,"SC",18,0,"P",29,1,10,0,23,0,78.8125,1,1,0,"3",0
3698,"1","AUG2005",0,"SK",18,0,"P",13.4683333333333,1.03,12,0.0999999999999993,24,0,78.328125,1.03,0,6.51999999999981,"5",2.06
3584,"1","AUG2005",1,"SO",16,0.08,"P",18.6666666666667,1.07,21,2.53,22,0.086361344,46.03125,1.02,0,1.09999999999986,"5",2.52
3660,"1","AUG2005",0,"SK",18,0,"P",29,1,5,0,21,0,70.171875,1.05,1,0,"3",1.80380952380952
3646,"1","AUG2005",0,"SH",18,0,"P",3,1,11,0,33,0.0631248029,81.15625,1,1,0,"3",1
3813,"1","AUG2005",100,"SO",18,0,"P",11.0025,1.02,6,0,20,0.0296610975,54.4453125,1.1,0,6.51999999999983,"5",2.9
3424,"1","AUG2005",200,"SH",18,0,"P",10,2,1,1,21,0,62.9765625,1,1,0,"3",0
3448,"1","AUG2005",0,"SA",18,0,"P",10.1548571428571,1.34152777777778,13,0,36,0.0727405758,80.734375,1,0,10.8066666666666,"5",0
3668,"1","AUG2005",0,"SD",18,0,"P",24,1,6,0,18,0.8928322196,68.296875,1,1,0,"3",2
3691,"1","AUG2005",1,"SH",19,0,"P",5,1,3,0,19,0.1149006677,55.7734375,1,1,0,"3",2
3470,"1","AUG2005",0,"SD",18,0,"P",8.59419047619047,1.14,4,0,18,0.0382942206,57.546875,1,0,13.8099999999999,"5",0
3509,"1","AUG2005",0,"SM",19,0,"P",5,1,15,1,17,0.0234119075,60.5390625,2,1,0,"3",0
3686,"1","AUG2005",0,"SO",18,0,"P",10.35,1.02,11.79,0.33,16,0.1755917426,79.5,1.07,0,5.80999999999984,"5",2.83
3633,"1","AUG2005",0,"SK",19,0,"P",13.8442857142857,1.07,7,2,16,0.003304555,71.328125,1.02,0,6.51999999999985,"5",2.04
3438,"1","AUG2005",0,"SO",18,0,"P",24,1,25,0,15,0.0345973794,85.859375,1,1,0,"3",0
3572,"1","AUG2005",0,"SO",18,0,"P",2,1,15,0.290588235294117,16,0.0227029238,76.890625,1,1,0,"3",0
3449,"1","AUG2005",0,"SH",18,0,"P",10.8025714285714,1.2125,5,0,13,0.1037579572,72.484375,1,0,6.10999999999996,"5",0
3614,"1","AUG2005",0,"SK",18,0,"P",12.7685714285714,1,10,0,14,0,64.734375,1.05,0,6.51999999999981,"5",2.12
3676,"1","AUG2005",0,"SO",18,0,"P",5,2,3,0.606333333333333,13,0.2197551713,28.74609375,1,1,0,"3",1.18166666666667
3608,"1","AUG2005",0,"SL",18,0,"P",18,1,9,0,14,0.2067523575,89.3125,1,1,0,"3",0.609309523809524
3852,"1","AUG2005",0,"SA",21,0,"P",31,1,4,2,12,0.6169140823,39.234375,1,1,0,"3",2
3587,"1","AUG2005",0,"SL",19,0,"P",10,1,17,2,12,0.0105296065,71.328125,1,1,0,"3",0
3522,"1","AUG2005",0,"SN",19,0,"P",9,1.40048076923077,26,0,11,0,83.96875,1,0,32.68,"5",0
3734,"1","AUG2005",1,"SF",18,0,"P",10.19,1.02,2,0,11,0,83.0625,1.08,0,8.31999999999984,"5",2.75
3464,"1","AUG2005",0,"SB",19,0,"P",11,2,5,0,84,0.2496003048,70.984375,1,1,0,"3",0
3655,"1","AUG2005",0,"SM",18,0,"P",15.7211960784314,1.03142857142857,15,1,11,0,84.3125,1.08,0,0.31999999999984,"5",2.63
3795,"1","AUG2005",0,"SC",21,3,"P",2,1,9,2,9,0.5514860898,65.65625,1.245,1,0,"3",2.68
3728,"1","AUG2005",0,"SA",18,0,"P",44,1,12,0,8,0,70.6875,1.03,1,0,"3",1.93333333333333
3718,"1","AUG2005",1,"SH",19,0,"P",8,1.40902777777778,11,2,8,0.2494971752,46.265625,1,0,38.0633333333333,"5",0
3822,"1","AUG2005",1,"SA",19,0,"P",35,1,13,2,9,0.0224968581,53.1640625,1.08,1,0,"3",2.38285714285714
3615,"1","AUG2005",0,"SM",19,0,"P",16.57,1.09,4,3,11,0.0911524429,84.46875,1.05,0,1.56999999999989,"5",2.5575
3426,"1","AUG2005",0,"SO",18,0,"P",10.7573333333333,1.32118686868687,12,0,7,0.3236260712,56.8671875,1,0,8.39999999999996,"5",0
3422,"1","AUG2005",0,"SB",18,0,"P",12,2,7,0,7,0.2562464606,59.7578125,1,1,0,"3",0
3850,"1","AUG2005",0,"SO",19,0,"P",30,1,2,1,7,0.2170625725,34.265625,1,1,0,"3",2
3588,"1","AUG2005",0,"SE",18,0,"P",10,1,6,0,7,0.020780461,62.234375,1.08,1,0,"3",2.69
3685,"1","AUG2005",0,"SK",18,0,"P",22,1,15,0,7,0.0610802146,67.40625,1.06,1,0,"3",1.97
3673,"1","AUG2005",1,"SO",20,0,"P",2,2,1,1,6,0,66.828125,1,2,115,"3",1
3612,"1","AUG2005",1,"SO",20,0,"P",22,1,10.02,2.642,6,0,68.0625,1,1,13,"3",0.88
3743,"1","AUG2005",0,"SF",18,0,"P",2,2,28,0,4,0.1108164287,55.59375,1,1,0,"3",0
3712,"1","AUG2005",0,"SK",19,0,"P",66,1,21,2,3,0,81.828125,1.13,1,0,"3",2.37333333333333
3594,"1","AUG2005",0,"SB",20,0,"P",5,1,4,1.91,3,0.0254910171,64.515625,1,1,0,"3",1
3760,"1","AUG2005",0,"SC",17,0,"P",17.06,1.03,14.6425,0.89,4,0.0628451079,40.84375,1.16,0,2.36999999999984,"5",2.7
3768,"1","AUG2005",0,"SA",18,0,"P",18,1,9,0,11,0,66.25,1.05,1,0,"3",1.65714285714286
3730,"1","AUG2005",0,"SO",18,0,"P",45,1,20,0,4,0,65.984375,1.06,1,0,"3",2.06285714285714
3709,"1","AUG2005",0,"SF",18,0,"P",12.75,1.04,12.825,0.42,2,0.2490243982,77.15625,1.14,0,5.44999999999985,"5",2.24
3732,"1","AUG2005",0,"SA",18,0,"P",11.81,1.04,11.4472,0,5,0.0165214275,76.78125,1.06,0,6.51999999999983,"5",2.36
3562,"1","AUG2005",0,"SM",18,0,"P",12.3611904761905,1.2125,19,0,11,0,69.03125,1,0,5.64999999999995,"5",0
3731,"1","AUG2005",0,"SC",19,0,"P",15,1,13,1.14333333333333,5,0,78.09375,1.05,1,0,"3",1.98823529411765
3664,"1","AUG2005",0,"SL",18,0,"P",10.82,1.05,13,1,2,0,66.28125,1.05,0,8.19999999999987,"5",3
3729,"1","AUG2005",0,"SO",19,0,"P",12,2,14,2.215,2,0,51.296875,1,1,0,"3",4
3506,"1","AUG2005",1,"SD",18,0,"P",26,1,0,0,1,0.0141095491,73.546875,1,1,0,"3",0
3536,"1","AUG2005",0,"SF",18,0,"P",59,1,12.23,0,3,0.2945847576,36.8984375,1,1,0,"3",0
3647,"1","AUG2005",0,"SO",21,4,"P",22,1,8,2,2,0,60.772953125,1,1,1434,"3",1.204
3770,"1","AUG2005",1,"SA",18,0,"P",12.485,1.06,9.56,0.784,1,0.3520130506,38.734375,1.16,0,23.3699999999999,"5",2.26
3634,"1","AUG2005",0,"SE",18,0,"P",9,1,25,0,11,0.0465719758,59.859375,1.03,1,0,"3",2.8575
3645,"1","AUG2005",0,"SD",18,0,"P",11.835,1.05,5,1,2,0.0437327449,73.375,1.06,0,6.33999999999987,"5",2.52
3868,"1","AUG2005",0,"SO",18,0,"P",8.74833333333333,1,7,0,8,0,38.078125,1.09,0,6.84999999999986,"5",3.1
3444,"1","AUG2005",0,"SO",19,0,"P",5,1.42625,9.57,1.224,1,0.063717637,45.2109375,1,0,42.7804761904762,"5",0
3474,"1","AUG2005",0,"SB",19,0,"P",3,1,11.9908333333333,1.44555555555556,2,0,74.203125,2,1,0,"3",0
3469,"1","AUG2005",0,"SH",18,0,"P",15.4648571428571,1.23916666666667,20,0.27,20.87,0.4800083777,85.171875,1,0,22.76,"5",0
3610,"1","AUG2005",0,"SO",21,0.26,"R",9.22,1.06,12.8925,1.52,13.37,0,68.796875,1.07,0,0.0699999999998886,"5",3.17
3621,"1","AUG2005",0,"SD",19,0,"P",5,2,14.095,2,23.955,0,71.859375,1,2,123,"3",1.61
3473,"1","AUG2005",1000,"SB",21,2,"R",62,1,11.4557142857143,2.59666666666667,17.235,0.0927942174,29.31640625,1,1,297,"3",0
3741,"1","AUG2005",0,"SO",18,0.03,"P",12.0458285714286,1.02,11.8,0.319047619047618,16.96,0,65.2821328125,1.07,0,6.51999999999982,"4",2.44
3574,"1","AUG2005",0,"SH",18,0,"P",12.084,1.02,15,0,2,0.0835358745,54.0390625,1.14,0,6.97999999999987,"5",2.54
3677,"1","AUG2005",0,"SC",18,0,"P",10.69,1.02,18,0,14,0,83.125,1.07,0,1.06999999999983,"5",2.725
3814,"1","AUG2005",0,"SB",18,0,"P",7.63785714285714,1.51,26,0,28,0.1219218792,63.65625,1,0,7.60999999999996,"5",0
3706,"1","AUG2005",1,"SO",19,0.08,"P",12.6525,1.01,10.315,0.995714285714286,16.63,0,65.0395833333333,1.09,0,6.51999999999984,"4",2.34823529411765
3779,"1","AUG2005",0,"SL",18,0,"P",40,1,17,1,74,0.2356492239,61.2890625,1.09,1,0,"3",2.644
3765,"1","AUG2005",0,"SO",20,0,"P",40,1,24,1,1,0.1151393233,69.84375,1.09,1,0,"3",2.49666666666667
3669,"1","AUG2005",0,"SC",18,0,"P",8.839,1.01,14.93,0.0999999999999994,19.635,0,80.578125,1.05,0,1.06999999999983,"5",2.98
3466,"1","AUG2005",1,"SO",18,0,"P",7,2,16,1,72,0,67.703125,2,1,0,"3",0
3613,"1","AUG2005",0,"SF",18,0,"P",11.38,1,8,0,15,0,80.328125,1.06,0,6.51999999999982,"5",2.521
3656,"1","AUG2005",0,"SA",18,0,"P",24,1,4,0,17,0.1363327443,81.015625,1.05,1,0,"3",1.96380952380952
3775,"1","AUG2005",1,"SG",18,0,"P",43,1,13,0,41,0,65.609375,1.06,1,0,"3",2.064
3748,"1","AUG2005",1,"SD",18,0,"P",5,1.16,10,0,41,0.03459988,75.984375,1.06,0,6.67999999999983,"5",2.6105
3528,"1","AUG2005",0,"SH",18,0,"P",15,1,13,0,17,0.1193595624,56.0390625,1,1,0,"3",0
3576,"1","AUG2005",1,"SO",19,0,"P",15,3,15,1.365,3,0.3269472299,64.203125,1,1,0,"3",0.95
3636,"0","AUG2005",0,"SC",20,0,"P",12,2,18,2,67,0,58.8125,1,2,309,"3",4
3778,"1","AUG2005",0,"SO",18,0,"P",6,1.06,12,0,38,0.2477603531,63.25,1.05,0,5.77999999999984,"5",2.8925
3847,"1","AUG2005",0,"SC",18,0,"P",8.63833333333333,1.02,3,0,19,0,85.953125,1.06,0,10.1199999999998,"5",2.908
3723,"1","AUG2005",0,"SL",18,0,"P",12.1183333333333,1.04,5,0,35,0,89,1.05,0,12.5699999999998,"5",2.21
3459,"1","AUG2005",1,"SC",22,2,"P",4,2,4,3,2,0,58.28125,1,1,601,"3",0
3781,"0","AUG2005",1,"SC",18,0,"P",19,1,18,0.915833333333333,45,0,45.8671875,1.25,1,0,"3",2.439
3446,"1","AUG2005",0,"SD",18,0,"P",8.12685714285714,1.28,16,0,23,0,73.53125,1,0,3.25999999999995,"5",0
3592,"0","AUG2005",0,"SC",19,0,"P",8,1,19,0,39,0.0683350682,87.890625,1.13,0,1.29999999999985,"5",3
3569,"0","AUG2005",1,"SH",19,0,"P",10,2,4,1,34,0,84.765625,1,1,0,"3",0
3640,"0","AUG2005",0,"SH",18,0,"P",2,1,9,0,25,0.0238470582,85.078125,1,1,0,"3",1
3626,"0","AUG2005",1,"SC",18,0,"P",2,2,9,0,33,0,78.625,1,1,0,"3",1
3543,"0","AUG2005",0,"SA",18,0,"P",10,2,11.72,0.766666666666667,29,0.4533871589,34.875,2,1,0,"3",0
3725,"0","AUG2005",1,"SO",18,0,"P",60,1,15,0,22,0.4625420831,48.46875,1.195,1,0,"3",2.15
3491,"0","AUG2005",0,"SE",19,0,"P",23,1,14,2,20,0,28.01171875,2,1,0,"3",0
3603,"0","AUG2005",0,"SD",19,0,"P",41,1,9,1.21075757575758,18,0.4443089189,77.6875,2,1,0,"3",0
3591,"0","AUG2005",0,"SC",18,0,"P",13.52,1.01,7,0,24,0.084128862,88.921875,1.04666666666667,0,5.44999999999981,"5",2.12
3580,"0","AUG2005",1,"SD",20,0,"P",5,1,0,0,11,0.0559053051,40.296875,1,1,0,"3",2
3557,"0","AUG2005",0,"SE",19,0,"P",33,1,7,2,8,0.3297245177,35.328125,2,1,0,"2",0
3482,"0","AUG2005",0,"SO",19,0,"P",32,1,0,0,8,0,48.9296875,2,1,0,"2",0
3441,"0","AUG2005",0,"SA",18,0,"P",5,1.23465909090909,10.3192857142857,0,5,0.0352493057,82.046875,1,0,17.76,"5",0
3707,"0","AUG2005",0,"SD",18,0,"P",63,1,13,0.104999999999999,7,0,65.5505881076389,1,1,0,"3",1
3810,"0","AUG2005",0,"SH",18,0,"P",3,2,9.63,1.30333333333333,3,0.1184143184,42.640625,1,1,0,"3",1.22566666666667
3533,"0","AUG2005",0,"SB",20,0,"P",2,1,5.43833333333333,1,1,0.6843815334,50.0625,2,1,0,"3",0
3622,"0","AUG2005",0,"SD",18,0,"P",13.74,1.05,8.35333333333333,0.44,3,0.3492503446,70.671875,1.13,0,12.4299999999998,"5",2.06
3784,"0","AUG2005",0,"SO",19,0,"P",17,1,3,2,1,0,52.4921875,1.06,1,0,"3",2.2175
3598,"0","AUG2005",0,"SE",33,5,"H",13,3,13.8866666666667,5,23.2825,0,87.859375,1,3,6257,"2",1.11
