"app_id","GOOD","BAD","app_date","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02"
"2241","1","0","23AUG2005","0","SO","18","0","P","2","500","5","1",".",".","0",".","0","0","84.859375",".","1","0","3","-1"
"-2031",".",".","23AUG2005","0","SC","27","0","R",".",".","20","1","140",".",".",".",".","0.0419905827","53.515625",".","0",".","5","-1"
"2138","1","0","23AUG2005","0","SO","18","0","P","1",".","5","1",".","19","0","7",".","0.0184326824","75.734375",".","1","0","3","-1"
"1946","1","0","23AUG2005","0","SJ","17","0","P",".",".",".",".",".",".",".",".",".","0.0917329167","74.859375","1","0",".","5","0"
"-2132",".",".","23AUG2005","1","SO","18","0","P",".",".","37",".",".",".",".",".",".","0.3007569686","74.546875","1","0",".","5","0"
"2134","1","0","23AUG2005","1","SB","18","0","P",".",".","36","1",".","0","0","1",".","0.0288245282","56.984375",".","1","0","3","-1"
"-2000",".",".","23AUG2005","0","SL","19","1","P",".",".",".",".",".",".","0",".",".","0","81.390625","1","0",".","5","0"
"-1899",".",".","23AUG2005","0","SB","23","0","R","1",".","4",".","70",".",".",".",".","0.3737557931","29.0078125","2","0",".","5","0"
"-2255",".",".","23AUG2005","0","SB","35","1","R",".",".",".",".",".",".",".",".",".","0","49.609375","1","0",".","5","2"
"-2297",".",".","23AUG2005","0","SO","18","0","",".",".",".",".",".",".","1",".",".","0","60.7890625","1","0",".","5","0"
"-1940",".",".","23AUG2005","0","SO","19","0","R",".",".",".",".",".",".",".",".",".","0.0989481551","67","1","0",".","5","0"
"2028","1","0","23AUG2005","0","SM","18","0","P",".",".","14","1",".","15","0","4",".","0","72.5625",".","1","0","3","-1"
"-2066",".",".","23AUG2005","0","SA","16","0","P",".",".",".",".",".",".",".",".",".","0","70.890625","1","0",".","5","1"
"1885","1","0","23AUG2005","0","SH","18","0","P",".",".",".",".",".","9",".","6",".","0",".","1","0",".","5","0"
"-2099",".",".","23AUG2005","0","SA","18","0","P",".",".",".",".",".","7","0","5",".","0.0817967411","42.4296875",".","0",".","5","-1"
"-1991",".",".","23AUG2005","0","SM","20","0","R",".",".",".",".",".",".",".",".",".","0.0457197445","55.8046875","1","0",".","5","0"
"2070","1","0","23AUG2005","1","SE","18","0","P",".",".",".",".",".","12","0","36",".","0","72.71875",".","0",".","5","-1"
"-2053",".",".","23AUG2005","0","SA","19","0","P","2","150","4","1","44","2",".",".",".","0.4852575092","43.2421875","2","1","0","3","2"
"-2309",".",".","23AUG2005","1","SA","23","1","R",".",".",".",".",".",".",".",".",".","0.3981872816","18.390625",".","0",".","5","-1"
"2078","1","0","23AUG2005","0","SN","20","1","P",".","800","18","2","0",".","2","5","31","0.5485607218","93.578125",".","1","0","3","-1"
"2015","1","0","23AUG2005","1","SO","18","0","P",".",".","35","2",".","2","0","4",".","0.0891426473","95.5625","1","1","0","3","-1"
"2014","1","0","23AUG2005","2","SL","18","0","P",".",".","11","1",".","16","0","6",".","0","41.3125",".","1","0","3","-1"
"-2304",".",".","23AUG2005","0","SC","30","0","",".",".",".",".",".",".",".",".",".","0.1421127943","18.75390625",".","0",".","5","-1"
"1916","1","0","23AUG2005","1","SO","19","0","P",".","950","15","1",".","7","2","18","0","0.0450873479","69.40625","1","1","0","3","0"
"-2064",".",".","23AUG2005","0","SA","21","0","R",".",".","46","1",".",".","0",".",".","0.2513902197","27.41015625","2","1","0","3","1"
"-2289",".",".","23AUG2005","0","SO","24","0","R",".",".",".",".",".",".",".",".",".","0.1001549938","38.984375",".","0",".","5","-1"
"2250","1","0","23AUG2005","0","SF","19","0","P","1","550","4","3","0","4","2","16","0","0.0334416453","78.46875","1","2","279","3","-1"
"2086","1","0","23AUG2005","0","SF","18","0","P",".",".","16","2",".","12","0","59",".","0","87.4375","1","1","0","3","-1"
"-2063",".",".","23AUG2005","0","SC","20","0","P",".",".","10","1","45",".",".","6",".","0.3970018262","47.890625",".","1","0","3","-1"
"-2192",".",".","23AUG2005","800","SD","21",".","R",".",".",".",".",".",".",".",".",".","0","60.3515625",".","0",".","5","-1"
"2054","1","0","23AUG2005","0","SO","25","0","P",".","7500","23","1","0","18","7","54","403","0","58.4921875",".","1","0","3","-1"
"2325","1","0","23AUG2005","0","SO","18","0","P",".",".",".",".",".","1",".","27",".","0","63.65625",".","0",".","5","-1"
"2141","1","0","23AUG2005","0","SO","18","0","P",".",".",".",".",".","6","0","23",".","0.0930918362","61.3671875",".","0",".","5","-1"
"-2246",".",".","23AUG2005","0","SL","18","0","P",".",".","10","2",".","24","0","25",".","0.0436932388","76.984375","1","1","0","3","-1"
"-2018",".",".","23AUG2005","0","SA","19","0","P",".",".","14","1","0","8","0","23",".","0.2135832999","70.640625",".","0",".","5","-1"
"2177","1","0","23AUG2005","0","SA","19","0","P",".",".",".",".",".",".","0",".",".","0","87.59375",".","0",".","5","-1"
"-2108",".",".","23AUG2005","0","SO","19","0","P",".",".",".",".",".",".",".",".",".","0.0033596897","85.296875",".","0",".","5","-1"
"-2221",".",".","23AUG2005","0","SE","18","0","P",".",".","40","1",".","18",".","36",".","0","84.671875",".","1","0","3","-1"
"-2007",".",".","23AUG2005","0","SF","18","0","P",".",".",".",".",".","24","1","4",".","0.0300359877","60.4765625","1","0",".","5","0"
"-2008",".",".","23AUG2005","0","SF","19","0","P",".","750","7","2","0",".",".","4",".","0","41.7890625","1","1","0","3","0"
"-2096",".",".","23AUG2005","0","SF","27","1","P",".",".",".",".",".",".",".",".",".","0.5752185732","68.6875",".","0",".","5","-1"
"2021","1","0","23AUG2005","0","SH","19","0","P",".",".",".",".",".",".",".",".",".","0.21644251","8.2578125",".","0",".","5","-1"
"2116","1","0","23AUG2005","0","SM","18","0","P",".",".","22","1",".",".","0",".",".","0.1594414385","81.390625",".","1","0","3","-1"
"2178","1","0","23AUG2005","0","SB","19","0","P","2","150","4","1","85","13","1","42","0","0","78.46875","1","1","0","3","0"
"2196","1","0","23AUG2005","0","SA","18","0","P",".",".",".",".",".","18","0","38",".","0.0755433824","59.71875",".","0",".","5","-1"
"2013","1","0","23AUG2005","0","SA","20","0","P",".","1050","16","1",".","20","2","25","125","0.1481927559","63.0859375","1","1","0","3","0"
"1912","0","1","23AUG2005","0","SF","20","2","",".","1450","38","1",".","20",".","13",".","0.1938391477","40.9296875","1","1","1648","3","0"
"2277","0","1","23AUG2005","0","SB","18","0","P",".",".","24","1",".","13","12","26",".","0.2830249546","63.171875",".","1","0","3","-1"
"2055","0","1","23AUG2005","0","SO","18","0","P",".",".",".",".",".","7",".","18",".","0.2078287606","52.375",".","0",".","5","-1"
"2088","0","1","23AUG2005","0","SH","19","0","P","1","50","2","2",".","15","3","21","0","0.1665384327","73.796875","2","1","0","3","1"
"2041","0","1","23AUG2005","0","SC","18","0","P","1","50","2","1","1","0","0","12",".","0","56.203125",".","1","0","3","3"
"2044","0","1","23AUG2005","0","SF","19","0","P",".","100","14","1","25","3","0","11",".","0","59.875","1","1","180","3","-1"
"2252","0","1","23AUG2005","0","SA","18","0","P",".",".",".",".",".","6",".","8",".","0.0591977814","58.4296875",".","0",".","5","-1"
"2182","0","1","23AUG2005","0","SN","25","0","P",".",".",".",".",".",".",".","6",".","0","69.578125","1","0",".","5","0"
"2109","0","1","23AUG2005","0","SB","18","0","P",".",".",".",".",".","6","0","6",".","0.1923442939","57.0546875",".","0",".","5","-1"
"2218","0","1","23AUG2005","0","SA","23","0","R",".",".","8","1","1",".",".",".",".","0.0324841359","51.265625",".","0",".","3","-1"
"2038","0","1","23AUG2005","1","SO","20","0","P",".",".","12","1","0","0","2",".",".","0","49.46875",".","0",".","5","-1"
"2253","0","1","23AUG2005","0","SM","18","0","P","1","50","2",".",".",".",".","4","61","0.084567864","16.41015625","1","0",".","5","2"
"2049","0","1","23AUG2005","1","SM","20","0","P",".",".","15","3",".","0",".",".",".","0","49.3359375","1","1","0","3","1"
"2133","0","1","23AUG2005","0","SC","18","0","P",".",".","25","1",".","3",".","1",".","0","45.15625",".","1","0","3","-1"
"2027","0","1","23AUG2005","1","SD","19","0","P",".","350","11","3","1",".","2",".","372","0.1263816925","50.5546875",".","1","0","3","4"
"1949","0","1","23AUG2005","0","SH","19","0","P",".",".","34","1",".",".",".",".",".","0.1395231141","76.5","1","1","0","3","0"
"2024","0","1","23AUG2005","0","SK","19","0","P",".","100","16","1",".",".","2",".","31","0.1392529979","73.234375","1","1","0","3","1"
"2204","0","1","23AUG2005","0","SF","19","0","P",".",".",".",".",".",".",".",".",".","0.2389678895","53.03125",".","0",".","5","-1"
"2157","0","1","23AUG2005","1","SO","29","4","H",".",".",".",".",".","0",".","4",".","0.2252078117","48.4453125",".","0",".","5","-1"
"1975","0","1","23AUG2005","0","SA","20","1","P",".",".","19","1","0","14","4","44",".","0","42.828125","1","1","0","3","0"
"2251","0","1","23AUG2005","0","SO","18","0","P",".",".","32","1",".","4",".","80",".","0.0479845132","61.8671875",".","1","0","3","-1"
"2026","1","0","23AUG2005","1","SK","18","0","P",".",".",".",".",".","17","0","52",".","0","85","1","0",".","5","0"
"1957","0","1","23AUG2005","0","SA","18","0","P",".",".",".",".",".","8","1","20",".","0.1101254448","84.53125","1","0",".","5","0"
"2259","0","1","23AUG2005","0","SO","18","0","P",".",".",".",".",".","20",".","80",".","0","69.25",".","0",".","5","4"
"2207","0","1","23AUG2005","400","SE","22","0","P",".",".","30",".",".","18","3","14",".","0","80.828125","1","0",".","5","0"
"2173","0","1","23AUG2005","0","SO","32","0","H",".",".","20","1","0",".",".","4",".","0.0127699945","52.265625",".","1","0","3","2"
"2258","0","1","23AUG2005","0","SO","18","0","P","2",".","2","1","1","6","2","27",".","0.0880662734","89.375","1","1","0","3","0"
"2158","0","1","23AUG2005","0","SO","18","0","P","1",".","4","1","50","7","0","8",".","0.2423848952","59.9609375","1","1","33","3","2"
"2023","0","1","23AUG2005","0","SM","31","0","R",".",".",".",".",".",".",".",".",".","0.5245071463","23.0546875","2","0",".","5","1"
"1917","0","1","23AUG2005","0","SD","19","0","P",".","400","10","2","0","4","0","2","404","0.1744614947","54.15625","1","1","0","3","0"
"2076","0","1","23AUG2005","840","SA","27",".","R","1","950","2","1","95",".","0",".",".","0.199281597","48.1171875","1","1","799","3","2"
"2036","0","1","23AUG2005","0","SH","18","0","P",".",".",".",".",".","5",".","1",".","0.4955780422","69.875",".","0",".","5","-1"
"1863","0","1","23AUG2005","0","SA","30","0","P",".",".",".",".",".",".",".",".",".","0","38.625","1","0",".","5","0"
"2254","1","0","23AUG2005","1","SM","18","0","P",".",".",".",".",".","7","0","58",".","0","58.328125","1","0",".","5","1"
"2194","0","1","23AUG2005","0","SD","19","0","P","1",".","4",".","45",".","1",".",".","0","90.359375",".","0",".","5","-1"
"1980","0","1","23AUG2005","10","SO","19","0","P",".",".","58","1",".",".","0","2",".","0.5635565165","56.890625","2","1","0","3","0"
"1866","0","1","23AUG2005","120","SN","31","0","R",".",".","7","1",".",".",".","1",".","0.1929353271","73.8125","1","1","0","3","0"
"1864","0","1","23AUG2005","0","SB","23","0","R","1","1000","3","1","35",".",".",".","868","0.1784979817","71.6875","1","1","0","3","0"
"2167","0","1","23AUG2005","0","SO","20","0","P",".","400","9","1","1","2","1","3","187","0.0351117072","47.2109375",".","1","0","3","4"
"1908","0","1","23AUG2005","0","SG","22","1","P",".",".",".",".",".",".",".",".",".","0.0629249196","67.265625","1","0",".","5","0"
"1918","0","1","23AUG2005","0","SA","20","0","P",".",".","23","1",".","8","2","5",".","0.5215845592","53.7578125","2","1","0","3","0"
"-1882",".",".","23AUG2005","720","SB","28","5","H",".",".",".",".",".",".",".",".",".","0.055438041","42.6015625",".","0",".","5","-1"
"2560","1","0","24AUG2005","2","SO","19","0","P",".",".","40","1",".","6","0","33",".","0.0141396786","72.546875",".","1","0","3","-1"
"-2608",".",".","24AUG2005","0","SA","20","2","P",".",".","10","3",".","13","2","34",".","0","61.5078125","1","2","0","3","-1"
"-2509",".",".","24AUG2005","0","SC","18","0","P",".",".",".",".",".","9","0","45",".","0.0038784698","91.359375",".","0",".","5","-1"
"2412","1","0","24AUG2005","0","SL","18","0","P","1",".","1","1","1","17","0","40",".","0","77.453125",".","1","0","3","-1"
"2520","1","0","24AUG2005","1","SB","18","0","P",".",".",".",".",".","18","1","64",".","0","82.65625",".","0",".","5","-1"
"-2585",".",".","24AUG2005","1","SC","18","0","P",".",".",".",".",".","12","0","59",".","0.0952545272","62.3984375",".","0",".","5","-1"
"2478","1","0","24AUG2005","0","SD","21","0","P",".","950","10","2",".","11","3","52",".","0","67.765625","1","2","937","3","-1"
"-2589",".",".","24AUG2005","1","SH","18","0","",".",".","46","1",".","5","1","90",".","0.1185346243","56.2265625",".","1","0","3","-1"
"-2329",".",".","24AUG2005","0","SO","19","0","P",".",".","7","2","1","23","2","76",".","0.1315953094","56.734375","1","1","0","3","0"
"2494","1","0","24AUG2005","0","SH","18","0","P",".",".",".",".",".","12","0","65",".","0","86.296875",".","0",".","5","-1"
"2578","1","0","24AUG2005","0","SO","16",".","P",".",".",".",".",".","14",".","56",".","0","95.40625",".","0",".","5","-1"
"-2620",".",".","24AUG2005","0","SF","18","0","P",".",".","28","1",".","7","2","47",".","0.0182647494","74.734375",".","1","0","3","-1"
"-2546",".",".","24AUG2005","0","SE","19","0","P","1","550","2","3","25","19","0","46","0","0.0811173099","73.40625","1","1","0","3","3"
"2538","1","0","24AUG2005","0","SC","19","0","P",".",".","23","1",".","18","0","41",".","0.0563212855","69.5625",".","1","0","3","-1"
"2493","1","0","24AUG2005","0","SC","18","0","P",".",".",".",".",".","2","0","46",".","0",".","1","0",".","5","1"
"2469","1","0","24AUG2005","0","SF","18","0","P",".",".",".",".",".","10",".","40",".","0.0561694877","54.2421875",".","0",".","5","-1"
"-2403",".",".","24AUG2005","0","SO","19","0","P",".","150","13","1",".","15","0","40","1","0.0308931606","79.078125",".","1","0","3","-1"
"-2328",".",".","24AUG2005","0","SB","17","0","P",".",".",".",".",".","12",".","38",".","0.0379292592","68.03125","1","0",".","5","2"
"-2434",".",".","24AUG2005","1","SC","18","0","P",".",".","58","1",".","18","0","38",".","0.0055222089","66.828125",".","1","0","3","-1"
"2378","1","0","24AUG2005","1","SO","18","0","P",".",".","37","1",".","11","0","37",".","0","96.25",".","1","0","3","-1"
"2518","1","0","24AUG2005","0","SD","18","0","P",".",".",".",".",".","15","0","33",".","0","58.28125",".","0",".","5","-1"
"2429","1","0","24AUG2005","0","SO","18","0","P",".",".",".",".",".","15","0","35",".","0.1084356394","71.71875",".","0",".","5","-1"
"2524","0","1","24AUG2005","1","SO","21","0","P","2","800","5","2",".","23","3","9","62","0.1729276483","76.6875","1","1","0","3","-1"
"2615","1","0","24AUG2005","0","SO","18","0","P",".",".","42",".",".","6","0","36",".","0.3198304633","69",".","0",".","5","-1"
"2373","1","0","24AUG2005","1","SA","19","0","P",".",".",".",".",".","9","0","34",".","0.0747961851","46.2734375","1","0",".","5","0"
"-2610",".",".","24AUG2005","0","SB","18","0","P",".",".",".",".",".","12","0","32",".","0","83.3125","1","0",".","5","0"
"2583","1","0","24AUG2005","0","SO","18","0","P","1","900","2",".","0","8","0","38","62","0","58.234375",".","0",".","5","4"
"2389","1","0","24AUG2005","800","SL","30","0","R","2",".","2","2",".","5",".","32",".","0.2742649997","39.0546875","2","1","0","3","1"
"2562","1","0","24AUG2005","0","SC","18","0","P",".",".",".",".",".","7","0","28",".","0.1097990277","78.609375",".","0",".","5","-1"
"2458","1","0","24AUG2005","0","SF","18","0","P",".",".",".",".",".","23","0","25",".","0","88.875","1","0",".","5","0"
"2337","1","0","24AUG2005","0","SF","19","1","H","1","350","4","1","36","12",".","27",".","0.0732142248","60.140625","2","1","248","3","0"
"2441","1","0","24AUG2005","0","SM","18","0","",".",".",".",".",".","20","1","25",".","0","77.546875",".","0",".","5","-1"
"-2625",".",".","24AUG2005","1","SN","17","0","P",".",".",".",".",".","16",".","23",".","0.1196757294","56.5",".","0",".","5","-1"
"2487","1","0","24AUG2005","480","SO","18","0","P",".",".","19","1",".","13","0","24",".","0.0282795737","55.5078125","2","1","0","3","1"
"2444","1","0","24AUG2005","0","SA","19","0","P","1","650","2","2","21","5","0","24",".","0.3669701079","44.953125","2","1","0","3","1"
"-2602",".",".","24AUG2005","1100","SN","26","0","P","1",".","6","3","0","23","10","24",".","0","69.765625","1","2","0","3","1"
"2626","1","0","24AUG2005","1","SM","19","0","P",".",".","31","1",".","20","1","22",".","0","56.6015625",".","1","0","3","-1"
"2507","1","0","24AUG2005","0","SO","18","0","P",".",".",".",".",".","11","0","22",".","0.0424344692","78.671875",".","0",".","5","-1"
"2480","1","0","24AUG2005","0","SO","18","0","P",".",".",".",".",".","6","0","20",".","0.1001350682","84.546875",".","0",".","5","-1"
"2563","1","0","24AUG2005","0","SC","17","0","P",".",".",".",".",".","18","18","21",".","0.102788056","42.3046875","1","0",".","5","1"
"2455","1","0","24AUG2005","0","SB","18","0","P","1",".","1","2",".","0",".","18",".","0.1627887636","63.3125","1","1","0","3","-1"
"2456","1","0","24AUG2005","24","SO","20","0","P","2",".","3","1","0","16","4","18",".","0","58.0859375","2","1","0","3","0"
"-2360",".",".","24AUG2005","700","SB","20","0","R",".",".","14","1",".",".",".",".",".","0.0521069611","74.359375","1","1","0","3","0"
"2525","1","0","24AUG2005","0","SA","18","0","P",".",".",".",".",".","15","0","19",".","0.1124086983","91.140625",".","0",".","5","-1"
"2479","1","0","24AUG2005","0","SM","22","1","P",".","1900","14","2","0","1","1","17",".","0.2633489538","60.171875","1","2","1803","3","-1"
"-2614",".",".","24AUG2005","1","SD","18","0","P",".",".",".",".",".","17","0","19",".","0.1660309322","61.328125","1","0",".","5","1"
"2376","1","0","24AUG2005","620","SA","19","0","P","1","300","4","2",".","17","0","16","31","0.0972983907","76.140625","1","1","0","3","3"
"2359","1","0","24AUG2005","0","SO","18","0","P",".",".","55","1",".","3","0","14",".","0.0460008202","77.6875",".","1","0","3","-1"
"-2505",".",".","24AUG2005","0","SD","18","0","P",".",".","8","2",".","20","1","13",".","0.0141992094","73.96875","1","1","0","3","-1"
"2335","1","0","24AUG2005","80","SB","19","0","P","2",".","2","3","280","1","2","13",".","0.0012827822","81.4375","1","1","0","3","1"
"2453","1","0","24AUG2005","0","SO","18","0","P",".",".","6","1","42","18",".","15",".","0","77.75",".","1","0","3","3"
"-2512",".",".","24AUG2005","0","SF","19","0","P",".",".","6","1","0",".","6","16",".","0.378487193","58.8828125",".","0",".","5","3"
"-2417",".",".","24AUG2005","0","SB","18","0","P",".",".",".",".",".","19","0","14",".","0.2470258386","66.71875",".","0",".","5","-1"
"-2396",".",".","24AUG2005","0","SA","20","0","P","1",".","5","1","25","2","1","15",".","0","77.328125",".","0",".","5","-1"
"-2605",".",".","24AUG2005","0","SE","19","0","P",".",".",".",".",".","20","1","15",".","0.0363223748","85.5625",".","0",".","5","4"
"2422","1","0","24AUG2005","1","SG","19","0","P",".","3150","7","1","14","4","2","13",".","0","78.75",".","1","0","3","-1"
"2539","1","0","24AUG2005","0","SB","18","0","P",".",".",".",".",".","16","0","13",".","0.0301557273","82.765625","1","0",".","5","0"
"2476","1","0","24AUG2005","1","SM","18","0","P",".",".",".",".",".","16",".","12",".","0.0033835629","77.953125",".","0",".","5","-1"
"2511","1","0","24AUG2005","0","SO","18","0","P",".",".","21","1",".","0","0","9",".","0.0877048417","18.92578125",".","1","0","3","-1"
"-2341",".",".","24AUG2005","0","SB","18","0","P","1","500","2",".","10","9","0","18",".","0.0912835414","36.03125","1","0",".","5","1"
"2368","1","0","24AUG2005","0","SG","18","0","P",".",".","17","1",".","22","0","10",".","0.2003504084","62.8125",".","1","0","3","-1"
"2401","1","0","24AUG2005","1","SD","18","0","P","1",".","2","1",".","8","0","10",".","0.0371954984","65.484375",".","1","0","3","-1"
"-2537",".",".","24AUG2005","0","SF","18","0","P",".",".",".",".",".","14","0","10",".","0","63.234375",".","0",".","5","-1"
"2490","1","0","24AUG2005","0","SD","20","0","P","1","150","6","1","0","2","3","1","0","0.0201057011","54.8828125","2","1","0","3","1"
"2527","1","0","24AUG2005","0","SL","19","0","P",".",".",".",".",".",".",".","2",".","0.0526035597","59.3828125",".","0",".","5","-1"
"2463","1","0","24AUG2005","0","SD","18","0","P",".",".","26","1",".","24","0","13",".","0","60.359375",".","1","0","3","-1"
"2420","1","0","24AUG2005","0","SF","18","0","P",".",".","10","1","16","27","0","10",".","0.2232095087","64.171875",".","1","0","3","4"
"-2365",".",".","24AUG2005","1","SO","18","0","P",".",".",".",".",".","6","0","9",".","0","77.25","1","0",".","5","0"
"-2384",".",".","24AUG2005","640","SD","20","0","P",".",".","18","1","0",".",".","9",".","0.1267491751","38.203125","2","1","0","3","0"
"-2468",".",".","24AUG2005","0","SD","20","0","P",".",".","13","1","33","4","2","8",".","0.0395341113","68.21875",".","1","0","3","-1"
"2366","1","0","24AUG2005","0","SC","19","0","P",".",".","21","2",".","4","0","8",".","0","67.109375","1","1","0","3","-1"
"2331","1","0","24AUG2005","0","SA","18","0","P",".",".","66","1",".","7","1","8",".","0","99",".","1","0","3","-1"
"2449","1","0","24AUG2005","1","SN","18","0","P",".",".","16","1",".","19","0","8",".","0.0132809487","60.1796875",".","1","0","3","-1"
"2433","1","0","24AUG2005","0","SA","18","0","P",".",".","16","2",".","17","0","8",".","0.0589408297","76.0625","1","1","0","3","-1"
"-2482",".",".","24AUG2005","0","SL","19","0","P",".",".","20","1",".","1","3","5",".","0","92.3125","1","1","0","3","0"
"2460","1","0","24AUG2005","0","SN","18","0","P","1",".","2","2",".","16","0","5",".","0","82.828125","1","1","0","3","-1"
"2347","1","0","24AUG2005","0","SF","18","0","P",".",".",".",".",".","15",".","6",".","0","43.484375",".","0",".","5","-1"
"2387","1","0","24AUG2005","0","SC","18","0","P",".",".",".",".",".","19","0","8",".","0","76.671875",".","0",".","5","-1"
"-2590",".",".","24AUG2005","1","SE","18","0","P",".",".","38","1",".","2","0","6",".","0","58.546875",".","1","0","3","-1"
"-2355",".",".","24AUG2005","0","SL","18","0","P",".",".","7","1",".","15",".","6",".","0.1952385367","46.2421875",".","1","0","3","-1"
"-2603",".",".","24AUG2005","1","SL","18","0","P",".",".",".",".",".","5","0","7",".","0","82.625",".","0",".","5","-1"
"-2395",".",".","24AUG2005","0","SO","18","0","P",".",".",".",".",".","23",".","5",".","0.0738029957","39.4609375",".","0",".","5","3"
"-2499",".",".","24AUG2005","0","SC","18","0","",".",".",".",".",".","5","1","5",".","0","73.578125",".","0",".","5","-1"
"2356","1","0","24AUG2005","0","SC","18","0","P",".",".",".",".",".","12","0","5",".","0.0308353285","84.03125","1","0",".","5","2"
"-2564",".",".","24AUG2005","0","SB","20","3","R",".",".","18","3",".",".",".","4",".","0.0213799091","54.265625","2","1","0","3","0"
"2621","1","0","24AUG2005","0","SO","19","0","P",".",".","32","1",".","2","1","5",".","0","36.90625",".","1","0","3","-1"
"-2611",".",".","24AUG2005","1","SC","18","0","P",".",".",".",".",".","16","0","4",".","0","86.1875","1","0",".","5","0"
"2600","1","0","24AUG2005","0","SK","18","0","P",".",".",".",".",".","14","0","4",".","0","65.03125",".","0",".","5","-1"
"2501","1","0","24AUG2005","0","SO","19","0","P",".",".","13","1",".","0","0","5",".","0.2702946803","27.7421875",".","1","0","3","-1"
"2519","1","0","24AUG2005","1","SF","18","0","P",".",".","22","1",".","12","0","7",".","0.0279819953","62.53125",".","1","0","3","-1"
"2474","1","0","24AUG2005","0","SB","18","0","P","1","250","3","1",".","9","0","5",".","0","60.359375",".","1","0","3","-1"
"2471","1","0","24AUG2005","0","SA","18","0","P",".",".",".",".",".","18","0","8",".","0","81.3125",".","0",".","5","-1"
"-2618",".",".","24AUG2005","0","SO","19","0","P",".",".","16","1","1",".","3","5",".","0.0338076928","94.015625",".","1","0","3","4"
"2579","1","0","24AUG2005","0","SF","21","0","P","1",".","5","2","0","2","2","4",".","0.3915042682","51.9453125","2","1","0","3","2"
"-2556",".",".","24AUG2005","0","SB","17","0","P",".",".",".",".",".","23","0","4",".","0","93.359375",".","0",".","5","-1"
"-2558",".",".","24AUG2005","0","SM","17","0","P",".",".",".",".",".","12","0","9",".","0.1114711489","80.40625",".","0",".","5","-1"
"-2464",".",".","24AUG2005","1","SE","18","0","P",".",".","15","1",".","19","0","10",".","0.2532117739","59.6796875",".","1","0","3","-1"
"2340","1","0","24AUG2005","0","SC","18","0","P",".",".",".",".",".","1",".","4",".","0",".",".","0",".","5","-1"
"2354","1","0","24AUG2005","0","SM","21","3","P",".","1650","49","1",".","1","2","3",".","0.0202155251","73.015625","1","1","1040","3","-1"
"2513","1","0","24AUG2005","0","SC","18","0","P",".",".",".",".",".","3","0","2",".","0.1601308337","39.390625",".","0",".","5","-1"
"2413","1","0","24AUG2005","0","SB","19","0","P","1",".","2","1","0","22","1","11",".","0.1065522861","52.875","1","1","0","3","1"
"2406","1","0","24AUG2005","200","SO","18","0","P","2","50","3","2",".",".","0","3",".","0.2022651331","48.0390625","2","1","0","3","1"
"-2346",".",".","24AUG2005","0","SO","19","0","P",".",".",".",".",".","21","2","11",".","0","68.796875","1","0",".","5","0"
"2370","1","0","24AUG2005","0","SO","18","0","P",".",".",".",".",".","2","1","4",".","0.0657523137","56.0234375",".","0",".","5","-1"
"-2484",".",".","24AUG2005","0","SG","19","0","P",".",".","8","1",".","22","1","1",".","0.0226740145","68.03125",".","1","0","3","3"
"-2410",".",".","24AUG2005","0","SL","22","0","",".","2950","7","1","1","18",".","10","93","0.1346050208","59.625","1","1","2301","3","-1"
"-2617",".",".","24AUG2005","0","SL","19","0","P",".",".","36","1",".",".","0","2",".","0","14.4140625",".","1","0","3","-1"
"2575","1","0","24AUG2005","0","SL","17","0","P",".",".",".",".",".","9",".","11",".","0.2711033104","20.39453125",".","0",".","5","-1"
"2552","1","0","24AUG2005","0","SO","23","0","P","1","2350","5","3","15",".","6","2","0","0.2427987373","80.78125","1","2","0","3","-1"
"-2462",".",".","24AUG2005","0","SO","20","0","R","3","1100","2","1","0",".",".","1",".","0.0823362323","76.578125","2","1","145","3","1"
"-2492",".",".","24AUG2005","0","SL","19","0","P",".","100","6","2",".","0","1","2",".","0.0043363345","86.140625","1","1","0","3","-1"
"-2570",".",".","24AUG2005","0","SA","19","0","P",".","200","20","1",".","6","3","16",".","0.0563880221","51.8515625","1","1","100","3","-1"
"2432","1","0","24AUG2005","1","SC","20","0","P","1",".","2","1","0",".",".","12",".","0.603544943","52.8671875","1","1","0","3","1"
"2419","1","0","24AUG2005","600","SL","22","5","P",".","500","22","1","45","2","5","1","496","0","67.609375",".","0",".","5","-1"
"-2436",".",".","24AUG2005","0","SF","17","1","P",".",".",".",".",".",".",".","2",".","0.1286416552","46.3125",".","0",".","5","-1"
"2551","1","0","24AUG2005","0","SO","18","0","P",".",".",".",".",".","20","0","15",".","0.159651564","43.1484375",".","0",".","5","-1"
"2485","1","0","24AUG2005","1","SA","18","0","P",".",".",".",".",".",".",".","16",".","0","56.7109375",".","0",".","5","-1"
"2374","1","0","24AUG2005","0","SO","18","0","P","1",".","3","2","25",".","0","1",".","0","93.609375","1","1","0","3","-1"
"-2592",".",".","24AUG2005","1","SB","18","0","P",".",".","35","1",".","2","0","16",".","0","58.7421875","1","1","0","3","1"
"2332","1","0","24AUG2005","0","SM","18","0","P",".",".",".",".",".","13","0","15",".","0.0435244779","69.75",".","0",".","5","-1"
"-2448",".",".","24AUG2005","0","SO","19","0","P",".",".",".",".",".",".","3",".",".","0.8673344273","47.6015625",".","0",".","5","-1"
