"","GOOD","app_date","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02"
"1361","1","AUG2005",0,"SC",18,0,"P",1.03333333333333,226.25,12.1244444444444,1.02,24.5733333333333,10,0,9,76.3331666666667,0.0268886845,74.421875,1,0,2.49999999999987,"5",0.54
"1362","1","AUG2005",460,"SM",19,0,"P",1,543.416666666667,2,1,0,15,1,7,164.048888888889,0,55.15625,1.03333333333333,1,0,"3",2.35333333333333
"1364","1","AUG2005",0,"SD",18,0,"P",1.3,696.333333333333,18.5133333333333,1.52,23.76,0,0,9,414.231666666667,0,61.6171875,1,0,20.0533333333333,"5",0
"1366","1","AUG2005",0,"SO",18,0,"P",1.07333333333333,170.62962962963,11.6572222222222,1.00666666666667,23.77,16,0,10,69.2813888888889,0.0655615383,73.40625,1.00666666666667,0,4.41999999999988,"5",1.38
"1367","1","AUG2005",0,"SC",18,0,"P",1.08,213.666666666667,23,1,33.6533333333333,15,0.113333333333333,14,154.742222222222,0.0604680034,71.28125,1.02666666666667,1,0,"3",1.51333333333333
"1368","1","AUG2005",0,"SD",18,0,"P",1.06,242.416666666667,19,1,32.1233333333333,4,0,8,209.413333333333,0.0657939524,53.3046875,1,1,0,"3",0
"1369","1","AUG2005",0,"SE",18,0,"P",1.19333333333333,732.1,12,1,9.82666666666667,9,0,7,275.538888888889,0.4977545347,81.140625,1,1,0,"3",0
"1371","1","AUG2005",0,"SF",18,0,"P",1.10666666666667,781.444444444444,10,1.49666666666667,4.92666666666667,14,1,8,214.288888888889,0.0663797096,69.484375,1.02,0,14.9266666666666,"5",4
"1373","1","AUG2005",0,"SB",19,0,"P",1.1,346.75,9,1,0,9,1,14,104.573333333333,0.0099520555,42.9140625,1.02666666666667,1,0,"3",3
"1375","1","AUG2005",1,"SO",19,0,"P",1.21333333333333,671.333333333333,12.0233333333333,1.34,6.17777777777778,3,0.806666666666667,7,284.878888888889,0.4111894565,38.4921875,1,0,22.1733333333333,"5",2
"1376","1","AUG2005",1,"SL",18,0,"P",1.05333333333333,192.666666666667,12.3133333333333,1.03777777777778,26.2533333333333,2,0.14,7,136.303333333333,0.1322133872,58.015625,1,0,2.74666666666657,"5",0
"1377","1","AUG2005",0,"SO",18,0,"P",1.06666666666667,162.453703703704,24,1,23.92,21,0,6,193.13,0.1024980773,58.6484375,1,1,0,"3",0
"1378","1","AUG2005",0,"SO",18,0,"P",1.09333333333333,222.166666666667,26,1,27.0088888888889,15,0,7,211.641666666667,0.1296225595,45.2421875,1,1,0,"3",0
"1379","1","AUG2005",0,"SD",18,0,"P",1.05333333333333,50,10,1,21.0233333333333,9,0,7,121.716666666667,0,54.625,1,1,0,"3",0
"1380","1","AUG2005",0,"SF",18,0,"P",1.12,546.083333333333,16,1,4.89333333333333,13.0477777777778,0.3,8,173.495555555556,0.1113391714,61.6654749503968,1.03333333333333,1,0,"3",2.17733333333333
"1382","1","AUG2005",0,"SH",21,0,"P",1.12666666666667,886,20,1,0,10,3,8,366.6,0.4143140204,48.578125,1.05333333333333,0,11.8999999999996,"5",2.59333333333333
"1383","1","AUG2005",0,"SC",18,0,"P",1.08,263.944444444444,13,1,31.76,24,0,7,145.346666666667,0,23.41796875,1,1,0,"3",0
"1384","1","AUG2005",0,"SO",18,0,"P",1.05,186.333333333333,12.3503333333333,1.00666666666667,23.8483333333333,4,0,7,85.0213888888889,0.0588266989,68.875,1,0,4.70666666666655,"5",0.486666666666667
"1386","1","AUG2005",0,"SB",18,0,"P",1.08,194.416666666667,13.0022222222222,1.04,24.8666666666667,5,1,6,127.556666666667,0,55.6171875,1.01333333333333,0,-5.65970973790778e-13,"5",2.36666666666667
"1388","1","AUG2005",1,"SO",18,0,"P",1.02,191.577777777778,11.0118253968254,1.02666666666667,21.8177777777778,7,1,7,94.8053888888889,0.0637212002,65.21875,1,0,2.76222222222212,"5",0
"1389","1","AUG2005",0,"SL",18,0,"P",1.05333333333333,241.030303030303,22,1,28.1133333333333,17,0,17,148.016666666667,0,69.21875,1.00666666666667,1,0,"3",1.31333333333333
"1390","1","AUG2005",0,"SO",19,0,"P",1.2,306.655555555556,32,1,23.7533333333333,2,2,14,249.743333333333,0.1094629508,78.96875,1,1,0,"3",1
"1392","1","AUG2005",0,"SO",20,0,"P",1.24666666666667,1073.16666666667,12,2,10.1755555555556,2,1,7,485.06,0.1647352795,36.8515625,1,2,1499,"3",1
"1393","1","AUG2005",0,"SO",19,0,"P",1.12666666666667,804.5,9,2,0,2,2,6,213.275555555556,0,76.515625,1,1,0,"3",3
"1395","1","AUG2005",1,"SO",18,0,"P",1.10666666666667,50,10,1,18.8133333333333,16,1,17,50.3611111111111,0.0416248803,78.734375,1.01333333333333,1,0,"3",2.29555555555556
"1397","1","AUG2005",0,"SA",19,0,"P",1.10666666666667,652.5,11.3822222222222,1.3,6.69333333333333,27,2,8,111.013333333333,0,39.5859375,1.00666666666667,0,3.19333333333281,"5",2.6
"1398","1","AUG2005",0,"SL",19,0,"P",1.22,605.5,8,1,7.63333333333333,2,1,6,270.01,0.5325736683,56.875,1,1,0,"3",0
"1400","1","AUG2005",0,"SO",18,0,"P",1,524.633333333333,5,1,0,21,0.56,7,82.8916666666667,0,54.9296875,1.02666666666667,1,0,"3",2.57111111111111
"1401","1","AUG2005",1,"SA",18,0,"P",1.03333333333333,193.416666666667,13.6233333333333,1.05333333333333,24.2733333333333,16,0,6,89.4766666666667,0,70.390625,1,0,-6.307724712921e-13,"5",0.796666666666667
"1402","1","AUG2005",0,"SA",18,0,"P",1.05333333333333,254.333333333333,12.12,1.16666666666667,23.1155555555556,5,2,17,97.17,0,49.2578125,1,0,12.3666666666666,"5",0
"1404","1","AUG2005",1,"SC",18,0,"P",1.09333333333333,273.222222222222,43,1,35.9388888888889,16,0.155238095238095,20,244.468888888889,0.0260225539,78.65625,1,1,0,"3",0
"1405","1","AUG2005",0,"SC",18,0,"R",1,350,3,1,29.8,4,0,6,385.806666666667,0.2978428751,78.390625,1,1,0,"3",0
"1406","1","AUG2005",1,"SC",18,0,"P",1.00666666666667,230.25,9.67666666666667,1.04666666666667,26.7666666666667,13,0,15,51.2673333333333,0,85.953125,1,0,1.55333333333319,"5",0
"1409","1","AUG2005",0,"SC",19,0,"P",1.06666666666667,228.702380952381,18,1,25,22,0.48,8,131.43,0.032449236,64.75,1,1,0,"3",0
"1410","1","AUG2005",1,"SM",18,0,"P",1.19333333333333,814.659523809524,16.5583333333333,1.38190476190476,10.0733333333333,1,0,4,374.038888888889,0,64.3527994791667,1,0,55.5066666666666,"5",0
"1413","1","AUG2005",0,"SO",19,0,"P",1.2,706,36,1,8.21333333333333,13,2,3,476.866666666667,0.7947005928,42,1.02,1,0,"3",2.67333333333333
"1414","1","AUG2005",0,"SC",18,0,"P",1.1,204.333333333333,24,1,37.52,5,0,8,247.171111111111,0.1180834235,53.9375,1.02,1,0,"3",1.64666666666667
"1415","1","AUG2005",0,"SA",18,0,"P",1,212.363636363636,3,1,36,2,1,16,105.061111111111,0.0951750476,51.359375,1.04666666666667,1,0,"3",2.31
"1416","1","AUG2005",1,"SM",19,0,"P",1,616.666666666667,2,2,0,10,1,13,192.41,0.0844436947,49.1875,2,1,0,"3",0
"1418","1","AUG2005",0,"SM",19,0,"P",1.07333333333333,644.616666666667,10,1,0,16,0,11,169.673333333333,0,52.5859375,1,1,0,"3",0
"1419","1","AUG2005",1,"SM",22,0,"P",1.3,2000,15,2,6.20666666666667,6,5,4,0,0.0747839801,66.28125,1,1,0,"3",1.25333333333333
"1422","1","AUG2005",0,"SF",17,0,"P",1.07333333333333,236.083333333333,13.6577777777778,1.02888888888889,27.5266666666667,19,0.2,11,93.9133333333333,0,44.109375,1,0,3.78799999999991,"5",0.453333333333333
"1426","1","AUG2005",1,"SO",24,0,"P",1.14666666666667,943,27,1,0,13,3,13,300.878333333333,0.1029763618,79.5,1.00666666666667,1,0,"3",2.58
"1427","1","AUG2005",0,"SM",18,0,"P",1,761.742857142857,3,1.5032183908046,0,15,0,8,152.851111111111,0.161089153,51.3125,1,0,8.05333333333322,"5",0
"1428","1","AUG2005",0,"SO",18,0,"P",1.04,188.583333333333,11.9644444444444,1.02,25.4722222222222,15,0.104444444444444,10,56.3965,0.0024293657,51.5,1,0,10.1133333333332,"5",0
"1429","1","AUG2005",0,"SB",18,0,"P",1.17333333333333,444.083333333333,21.6444444444444,1.37333333333333,20.0566666666667,23,0,5,299.343333333333,0.6290300824,62.3203125,1,0,11.5333333333333,"5",0
"1431","1","AUG2005",0,"SA",18,0,"P",1.07333333333333,246.75,16,1.06666666666667,45,19,0,4,148.063333333333,0,63.65625,1.05333333333333,0,2.67999999999942,"5",2.6
"1432","1","AUG2005",1,"SB",19,0,"P",1.28,700,13,2,11.512380952381,1,1,5,31,0.1909873663,39.984375,1,1,0,"3",0.893333333333333
"1433","1","AUG2005",0,"SO",18,0,"P",1.10666666666667,732.507936507937,10.1766666666667,1.16666666666667,5.33333333333333,27,0.846666666666667,4,85.6158333333333,0.0632015329,82.140625,1.02,0,16.3666666666662,"5",3.24
"1434","1","AUG2005",1,"SL",19,0,"P",1.14,593.888888888889,17,1,0,3,3,15,226.28,0,79.78125,1.04,1,0,"3",2.55333333333333
"1435","1","AUG2005",0,"SB",18,0,"P",1.04,190.861111111111,19,1,28.4666666666667,12,0,10,122.936666666667,0.0573756322,70.90625,1.02666666666667,1,0,"3",1.675
"1436","1","AUG2005",1,"SA",18,0,"P",1.04666666666667,197.75,13.1911111111111,1.06,25.0466666666667,14,0,10,91.67,0,54.2421875,1,0,-6.14856314011073e-13,"5",0.78
"1439","1","AUG2005",0,"SD",18,0,"P",3,500,4,1,0,1,0.973333333333333,4,496,0.0304370121,66.875,1,1,0,"3",2
"1440","1","AUG2005",1,"SC",18,0,"P",1,531.266666666667,2,1,1,11,0.353928571428571,4,103.016349206349,0,82.671875,1,1,0,"3",1
"1441","1","AUG2005",1,"SC",18,0,"P",1.33333333333333,1419.22222222222,50,1,112.766666666667,7,0,3,832.32,0,99,1.24,1,0,"3",1.74
"1442","1","AUG2005",0,"SC",17,0,"P",1.04,212.833333333333,12.8788888888889,1.02666666666667,28.9266666666667,12.9405,0.173333333333333,5,104.293166666667,0,72.625,1,0,1.74666666666653,"5",0
"1443","1","AUG2005",200,"SO",19,0,"P",2,650,4,3,18.8133333333333,10.98,0,23.3683333333333,464,0.1886586579,68.71875,2,2,0,"3",0
"1444","1","AUG2005",0,"SO",18,0,"P",1.15733333333333,595.444444444444,15,2,2.64,7,1,2,167.602666666667,0,69.703125,1,1,0,"3",0
"1446","1","AUG2005",0,"SO",20,0,"P",1.15333333333333,598.5,20,2,0,7.29333333333333,1.82666666666667,2,270.822666666667,0,70.28125,1,1,0,"3",0
"1447","1","AUG2005",0,"SH",19,0,"P",1.14666666666667,250,13,1,26.8433333333333,8,0,2,147.957777777778,0.1212342302,46.9453125,1.05333333333333,1,0,"3",2.32666666666667
"1449","1","AUG2005",0,"SK",18,0,"P",1.15333333333333,780.416666666667,30.9666666666667,1.08,13.7755555555556,0,0,2,500.264722222222,0.0838049527,48.84375,1.0425,0,8.01333333333285,"5",2.38666666666667
"1451","1","AUG2005",0,"SM",19,0,"P",1.21666666666667,500,8,1,44,2,1,1,464,0.1654781583,89.03125,1.1,1,0,"3",2.66666666666667
"1454","1","AUG2005",0,"SA",20,0,"P",1.08666666666667,629.666666666667,17,2,3.93416666666667,15.2166666666667,3,25.5777777777778,247.566666666667,0,54.296875,1,1,0,"3",0.993333333333333
"1465","1","AUG2005",200,"SA",19,0,"P",1.28666666666667,525.694444444444,16,2,0,12.5790476190476,1,26.0066666666667,234.929523809524,0.0519383488,90.359375,1,1,0,"3",0.886666666666667
"1466","1","AUG2005",0,"SH",18,0,"P",1.3,2531.88888888889,23,1,42.3716666666667,9.36666666666667,14,1,1013.07066666667,0.5389075279,67.90625,1.06666666666667,1,0,"3",2.19333333333333
"1467","1","AUG2005",0,"SM",18,0,"P",1.04666666666667,196.666666666667,13.64,1.01333333333333,24.76,10.7733333333333,0,6,95.54,0.1079685788,53.5234375,1,0,-5.93255814843966e-13,"5",0.913333333333333
"1470","1","AUG2005",0,"SC",18,0,"P",1.10555555555556,180.466666666667,14,1,33.6333333333333,6,0,4,131.306666666667,0,59.0078125,1,1,0,"3",0
"1475","1","AUG2005",0,"SO",19,0,"P",3,650,1,2,0,10.06,2,28.0217094017094,496,0.071773666,80.40625,3,1,0,"3",0
"1476","1","AUG2005",0,"SC",18,0,"P",1.13666666666667,310.333333333333,26,1,27.8488888888889,13.1522222222222,0,20.4816666666667,248.273333333333,0.5101437774,54.421875,1,1,0,"3",0
"1477","1","AUG2005",1,"SA",18,0,"P",1.11333333333333,232.002525252525,53,1,25.2155555555556,13.78,2,22.59,213.516666666667,0.0041681644,68.890625,1.02,1,0,"3",2.42
"1482","1","AUG2005",0,"SO",18,0,"P",2,500,5,1,21.3166666666667,12.5927777777778,0,32.1662222222222,0,0,84.859375,1.11333333333333,1,0,"3",2.41222222222222
"1484","1","AUG2005",0,"SO",18,0,"P",1,188.333333333333,5,1,23.6411111111111,19,0,7,59.0123333333333,0.0184326824,75.734375,1,1,0,"3",0.949
"1485","1","AUG2005",0,"SJ",17,0,"P",1.2,634.888888888889,29.7977777777778,1.45333333333333,24.8133333333333,11.7733333333333,0.733333333333333,29.3088888888889,404.313333333333,0.0917329167,74.859375,1,0,10.6066666666666,"5",0
"1487","1","AUG2005",1,"SB",18,0,"P",1.19333333333333,619.222222222222,36,1,27.0885714285714,0,0,1,489.94,0.0288245282,56.984375,1.05583333333333,1,0,"3",1.92666666666667
"1493","1","AUG2005",0,"SM",18,0,"P",1.02666666666667,271.888888888889,14,1,27.9733333333333,15,0,4,70.564,0,72.5625,1.02,1,0,"3",1.74833333333333
"1495","1","AUG2005",0,"SH",18,0,"P",1.16666666666667,692.833333333333,12.052962962963,1.46099616858238,5.21055555555555,9,0.158333333333333,6,146.490555555556,0,70.0122482638889,1,0,0.599999999999863,"5",0
"1498","1","AUG2005",1,"SE",18,0,"P",1.05333333333333,240.222222222222,14.7366666666667,1.06,28.75,12,0,36,217.138666666667,0,72.71875,1.00666666666667,0,-6.12393099193772e-13,"5",1.9
"1501","1","AUG2005",0,"SN",20,1,"P",1.26,800,18,2,0,14.5605555555556,2,5,31,0.5485607218,93.578125,1.08666666666667,1,0,"3",2.07066666666667
"1502","1","AUG2005",1,"SO",18,0,"P",1.36,706.666666666667,35,2,54.8533333333333,2,0,4,571.696,0.0891426473,95.5625,1,1,0,"3",0.38
"1503","1","AUG2005",2,"SL",18,0,"P",1.11333333333333,604.505555555555,11,1,5.72,16,0,6,144.428888888889,0,41.3125,1.04666666666667,1,0,"3",2.66
"1505","1","AUG2005",1,"SO",19,0,"P",1.24666666666667,950,15,1,4.66666666666667,7,2,18,0,0.0450873479,69.40625,1,1,0,"3",0
"1508","1","AUG2005",0,"SF",19,0,"P",1,550,4,3,0,4,2,16,0,0.0334416453,78.46875,1,2,279,"3",1.855
"1509","1","AUG2005",0,"SF",18,0,"P",1.12666666666667,761.611111111111,16,2,9.34333333333333,12,0,59,210.893333333333,0,87.4375,1,1,0,"3",0.4
"1512","1","AUG2005",0,"SO",25,0,"P",1.32666666666667,7500,23,1,0,18,7,54,403,0,58.4921875,1.03333333333333,1,0,"3",2.06666666666667
"1513","1","AUG2005",0,"SO",18,0,"P",1.11333333333333,304.333333333333,42.8890909090909,1.00666666666667,30.0888888888889,1,0.0533333333333332,27,298.82,0,63.65625,1.00958333333333,0,-6.31530383543577e-13,"5",2.21333333333333
"1514","1","AUG2005",0,"SO",18,0,"P",1.03333333333333,193.483333333333,12.9238888888889,1.00666666666667,26.4533333333333,6,0,23,114.625555555556,0.0930918362,61.3671875,1,0,3.44666666666654,"5",0.413333333333333
"1517","1","AUG2005",0,"SA",19,0,"P",1.08,209,14.3133333333333,1.07333333333333,21.3,14.3386666666667,0,19.69,73.3808888888889,0,87.59375,1.01333333333333,0,1.19999999999942,"5",2.02
"1523","1","AUG2005",0,"SH",19,0,"P",1.26666666666667,780.222222222222,26.7733333333333,1.12666666666667,13.9533333333333,10.9904761904762,1.3,11.0316666666667,346.086666666667,0.21644251,8.2578125,1.04,0,18.1466666666662,"5",2.63333333333333
"1524","1","AUG2005",0,"SM",18,0,"P",1.02,204.259259259259,22,1,25.7388888888889,12.3466666666667,0,24.3411111111111,160.522222222222,0.1594414385,81.390625,1.02,1,0,"3",1.91333333333333
"1525","1","AUG2005",0,"SB",19,0,"P",2,150,4,1,85,13,1,42,0,0,78.46875,1,1,0,"3",0
"1526","1","AUG2005",0,"SA",18,0,"P",1.12666666666667,293.891414141414,34.0266666666667,1.02666666666667,28.74,18,0,38,244.396666666667,0.0755433824,59.71875,1.02,0,1.18666666666601,"5",2.20666666666667
"1527","1","AUG2005",0,"SA",20,0,"P",1.19333333333333,1050,16,1,3.16666666666667,20,2,25,125,0.1481927559,63.0859375,1,1,0,"3",0
"1528","0","AUG2005",0,"SF",20,2,"P",1.22666666666667,1450,38,1,69.38,20,2.87333333333333,13,507.38,0.1938391477,40.9296875,1,1,1648,"3",0
"1529","0","AUG2005",0,"SB",18,0,"P",1.32666666666667,1396.41666666667,24,1,68.3766666666667,13,12,26,528.839,0.2830249546,63.171875,1.05583333333333,1,0,"3",2.06666666666667
"1530","0","AUG2005",0,"SO",18,0,"P",1.05333333333333,209.589743589744,20.6716666666667,1.02,44.6433333333333,7,0.0533333333333334,18,197.476666666667,0.2078287606,52.375,1.06666666666667,0,0.666666666666123,"5",2.47333333333333
"1531","0","AUG2005",0,"SH",19,0,"P",1,50,2,2,68.16,15,3,21,0,0.1665384327,73.796875,2,1,0,"3",1
"1532","0","AUG2005",0,"SC",18,0,"P",1,50,2,1,1,0,0,12,177.895,0,56.203125,1.09515151515151,1,0,"3",3
"1533","0","AUG2005",0,"SF",19,0,"P",1.12666666666667,100,14,1,25,3,0,11,242.743333333333,0,59.875,1,1,180,"3",1.12444444444444
"1534","0","AUG2005",0,"SA",18,0,"P",1.07333333333333,290.339743589744,23.44,1.04,39.9866666666667,6,0.1,8,248.826666666667,0.0591977814,58.4296875,1.05333333333333,0,0.0466666666661363,"5",2.37333333333333
"1535","0","AUG2005",0,"SN",25,0,"P",1.28,1344.5,23.02,1.71333333333333,60.7933333333333,14.64,5,6,567.548333333333,0,69.578125,1,0,184.891111111111,"5",0
"1536","0","AUG2005",0,"SB",18,0,"P",1.06666666666667,208.186507936508,18.0333333333333,1.02666666666667,38.8533333333333,6,0,6,182.583333333333,0.1923442939,57.0546875,1.05333333333333,0,2.23999999999949,"5",2.32
"1537","0","AUG2005",0,"SA",23,0,"R",1.12,819.333333333333,8,1,1,4.85333333333333,1.12666666666667,7.8,607.393333333333,0.0324841359,51.265625,1.08666666666667,0,2.39333333333296,"3",2.56666666666667
"1538","0","AUG2005",1,"SO",20,0,"P",1.09333333333333,469.333333333333,12,1,0,0,2,8.40666666666667,262.796944444444,0,49.46875,1.03333333333333,0,21.2199999999996,"5",2.68666666666667
"1539","0","AUG2005",0,"SM",18,0,"P",1,50,2,1.24166666666667,143.8,11.4433333333333,0.873333333333333,4,61,0.084567864,16.41015625,1,0,86.4233333333333,"5",2
"1540","0","AUG2005",1,"SM",20,0,"P",1.30666666666667,856.333333333333,15,3,68.14,0,1.84,11.9822222222222,688.4,0,49.3359375,1,1,0,"3",1
"1541","0","AUG2005",0,"SC",18,0,"P",1.17333333333333,380.666666666667,25,1,35.1266666666667,3,1.04,1,323.52,0,45.15625,1.04,1,0,"3",2.42
"1542","0","AUG2005",1,"SD",19,0,"P",1.14666666666667,350,11,3,1,11.16,2,19.7022222222222,372,0.1263816925,50.5546875,1.04,1,0,"3",4
"1543","0","AUG2005",0,"SH",19,0,"P",1.11333333333333,359.333333333333,34,1,48.7933333333333,11.858,0.994666666666667,20.0336666666667,325.98,0.1395231141,76.5,1,1,0,"3",0
"1544","0","AUG2005",0,"SK",19,0,"P",1.15333333333333,100,16,1,45.2333333333333,12.7111111111111,2,23.7884920634921,31,0.1392529979,73.234375,1,1,0,"3",1
"1545","0","AUG2005",0,"SF",19,0,"P",1.1,332.333333333333,26.7033333333333,1.04,45.4066666666667,8.97,0.6,14.1266666666667,295.548888888889,0.2389678895,53.03125,1.06,0,4.11999999999954,"5",2.24
"1546","0","AUG2005",1,"SO",29,4,"H",1.18666666666667,3157,31.7533333333333,1.74,63.1355555555555,0,5.54,4,1602.65,0.2252078117,48.4453125,1.05333333333333,0,395.046666666667,"5",2.38666666666667
"1547","0","AUG2005",0,"SA",20,1,"P",1.22,679,19,1,0,14,4,44,337.646666666667,0,42.828125,1,1,0,"3",0
"1548","0","AUG2005",0,"SO",18,0,"P",1.64666666666667,575.666666666667,32,1,106.16,4,0.473333333333333,80,395.866666666667,0.0479845132,61.8671875,1.37333333333333,1,0,"3",2.13333333333333
"1549","1","AUG2005",1,"SK",18,0,"P",1.16666666666667,897.416666666667,28.2633333333333,1.42666666666667,12.0266666666667,17,0,52,428.593333333333,0,85,1,0,3.82666666666656,"5",0
"1550","0","AUG2005",0,"SA",18,0,"P",1.05333333333333,253.280303030303,12.7666666666667,1.07333333333333,50.0561111111111,8,1,20,182.29,0.1101254448,84.53125,1,0,21.3955555555555,"5",0
"1551","0","AUG2005",0,"SO",18,0,"P",1.18666666666667,467.555555555556,20.7733333333333,1.18666666666667,28.9533333333333,20,1.28,80,271.24,0,69.25,1.06958333333333,0,25.6466666666662,"5",4
"1552","0","AUG2005",400,"SE",22,0,"P",1.14666666666667,679.333333333333,30,1.45333333333333,57.9666666666667,18,3,14,371.4,0,80.828125,1,0,174.18,"5",0
"1553","0","AUG2005",0,"SO",32,0,"H",1.24666666666667,1783.66666666667,20,1,0,9.86666666666667,4.21333333333333,4,1117.80666666667,0.0127699945,52.265625,1.07333333333333,1,0,"3",2
"1554","0","AUG2005",0,"SO",18,0,"P",2,623.30303030303,2,1,1,6,2,27,234.79619047619,0.0880662734,89.375,1,1,0,"3",0
"1555","0","AUG2005",0,"SO",18,0,"P",1,160.333333333333,4,1,50,7,0,8,132.183333333333,0.2423848952,59.9609375,1,1,33,"3",2
"1556","0","AUG2005",0,"SM",31,0,"R",1.4,1416.33333333333,20.5366666666667,2.54,221.3,7.20888888888889,4.19333333333333,8.45333333333333,1226.6,0.5245071463,23.0546875,2,0,167.22,"5",1
"1557","0","AUG2005",0,"SD",19,0,"P",1.28222222222222,400,10,2,0,4,0,2,404,0.1744614947,54.15625,1,1,0,"3",0
"1558","0","AUG2005",840,"SA",27,1.00666666666667,"R",1,950,2,1,95,5.81333333333333,0,11.4733333333333,854.766666666667,0.199281597,48.1171875,1,1,799,"3",2
"1559","0","AUG2005",0,"SH",18,0,"P",1.16666666666667,508.666666666667,23.4733333333333,1.11333333333333,59.88,5,0.873333333333333,1,382.033333333333,0.4955780422,69.875,1.08666666666667,0,9.7466666666663,"5",2.41333333333333
"1560","0","AUG2005",0,"SA",30,0,"P",1.41333333333333,1687.66666666667,32.9533333333333,1.98,58.2111111111111,17.6266666666667,7.71111111111111,17.1666666666667,1408.09333333333,0,38.625,1,0,235.28,"5",0
"1561","1","AUG2005",1,"SM",18,0,"P",1.18666666666667,669.626190476191,11.0785185185185,1.58645833333333,15.42,7,0,58,303.857222222222,0,58.328125,1,0,12.2266666666665,"5",1
"1562","0","AUG2005",0,"SD",19,0,"P",1,318.333333333333,4,1.18277777777778,45,13.1266666666667,1,30.5653333333333,125.393333333333,0,90.359375,1.06666666666667,0,5.88888888888845,"5",2.86
"1563","0","AUG2005",10,"SO",19,0,"P",1.65666666666667,468.666666666667,58,1,157.163333333333,4.16,0,2,437.54,0.5635565165,56.890625,2,1,0,"3",0
"1564","0","AUG2005",120,"SN",31,0,"R",1.27333333333333,1809.33333333333,7,1,63.9533333333333,5.85333333333333,3.49333333333333,1,1121.74333333333,0.1929353271,73.8125,1,1,0,"3",0
"1565","0","AUG2005",0,"SB",23,0,"R",1,1000,3,1,35,4.60666666666667,1.53333333333333,10.3316666666667,868,0.1784979817,71.6875,1,1,0,"3",0
"1566","0","AUG2005",0,"SO",20,0,"P",1.12666666666667,400,9,1,1,2,1,3,187,0.0351117072,47.2109375,1.02,1,0,"3",4
"1567","0","AUG2005",0,"SG",22,1,"P",1.2,704.333333333333,20.3146666666667,1.22666666666667,58.6142857142857,11.35,2.54,23.9533333333333,331.32,0.0629249196,67.265625,1,0,151.54,"5",0
"1568","0","AUG2005",0,"SA",20,0,"P",1.20222222222222,351.666666666667,23,1,60.5933333333333,8,2,5,388.005,0.5215845592,53.7578125,2,1,0,"3",0
"1570","1","AUG2005",2,"SO",19,0,"P",1.10666666666667,217,40,1,23.8166666666667,6,0,33,251.58,0.0141396786,72.546875,1.02,1,0,"3",2.30833333333333
"1573","1","AUG2005",0,"SL",18,0,"P",1,535,1,1,1,17,0,40,98.0311111111111,0,77.453125,1.1,1,0,"3",2.08518518518519
"1574","1","AUG2005",1,"SB",18,0,"P",1.13333333333333,365.44696969697,36.5028888888889,1.05333333333333,27.78,18,1,64,192.283333333333,0,82.65625,1.04666666666667,0,3.94666666666607,"5",2.68
"1576","1","AUG2005",0,"SD",21,0,"P",1.12666666666667,950,10,2,15.7283333333333,11,3,52,475.74,0,67.765625,1,2,937,"3",1.75333333333333
"1579","1","AUG2005",0,"SH",18,0,"P",1.12,757.666666666667,14.3866666666667,1.47979166666667,10.1666666666667,12,0,65,169.415,0,86.296875,1.00666666666667,0,7.18933333333322,"5",1.70888888888889
"1580","1","AUG2005",0,"SO",16,0.193333333333333,"P",1.17333333333333,372.333333333333,17.7811111111111,1.06333333333333,26.2133333333333,14,0.166666666666667,56,101.39,0,95.40625,1.04,0,-6.04624498616128e-13,"5",2.63333333333333
"1583","1","AUG2005",0,"SC",19,0,"P",1.12,253,23,1,69.52,18,0,41,178.466666666667,0.0563212855,69.5625,1.03333333333333,1,0,"3",1.75333333333333
"1584","1","AUG2005",0,"SC",18,0,"P",1.05666666666667,211.111111111111,11.2766666666667,1.07555555555556,32.5733333333333,2,0,46,133.995,0,67.8238650173611,1,0,2.21999999999989,"5",1
"1585","1","AUG2005",0,"SF",18,0,"P",1.05333333333333,209.113636363636,13.8733333333333,1.03333333333333,25.7466666666667,10,0.246666666666667,40,125.073333333333,0.0561694877,54.2421875,1.01333333333333,0,0.219999999999398,"5",1.84
"1589","1","AUG2005",1,"SO",18,0,"P",1.23333333333333,790,37,1,21.7466666666667,11,0,37,833.12,0,96.25,1.04,1,0,"3",1.86666666666667
"1590","1","AUG2005",0,"SD",18,0,"P",1.08666666666667,221.44696969697,12.9888888888889,1.03333333333333,34.4666666666667,15,0,33,139.312,0,58.28125,1.00666666666667,0,0.0133333333327223,"5",1.8
"1591","1","AUG2005",0,"SO",18,0,"P",1.06,188.962962962963,13.9377777777778,1.02,26.48,15,0,35,83.102,0.1084356394,71.71875,1.00666666666667,0,-6.09740406313601e-13,"5",1.80888888888889
"1592","0","AUG2005",1,"SO",21,0,"P",2,800,5,2,108.726666666667,23,3,9,62,0.1729276483,76.6875,1,1,0,"3",1.56666666666667
"1593","1","AUG2005",0,"SO",18,0,"P",1.15333333333333,388,42,1.09333333333333,34.4355555555556,6,0,36,250.703333333333,0.3198304633,69,1.07625,0,0.686666666666124,"5",2.27333333333333
"1594","1","AUG2005",1,"SA",19,0,"P",1.05333333333333,228,12.3044444444444,1.02666666666667,29.1044444444444,9,0,34,115.24,0.0747961851,46.2734375,1,0,2.61999999999992,"5",0
