"","GOOD","app_date","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02","NewFeature1","NewFeature2"
"643","1","AUG2005",1,"SA",23,"0","R",0.0199999999999773,386,19.02,1.13333333333333,46.16,3.88666666666667,0.66,6.54,418.257777777778,0.0720162087,13.740234375,0,0,20.9866666666659,"5",12,0.566443991499235,-348.503333333333
"644","1","AUG2005",1,"SO",25,"0","R",0,862,11,1,15.7333333333333,3.62,1.18,7.72666666666667,685.313333333333,0,78.8125,0,0,0,"3",12,0.540311025918918,-481.32
"646","1","AUG2005",0,"SL",24,"0","R",-2.24520402269945e-14,736.333333333333,20.0733333333333,1.15333333333333,36.0866666666667,3.01333333333333,1.17333333333333,5.84,536.211111111111,0.2269328879,13.208984375,0,0,19.5733333333326,"5",12,0.532966210540881,-457.34
"647","1","AUG2005",1,"SO",20,"0","R",-2.37265762592642e-14,193.333333333333,21.54,1.04666666666667,39.5333333333333,4.95333333333333,1.06666666666667,6.43333333333333,272.48,0,55.7578125,0,0,0.993333333332421,"5",12,0.565101988872742,-193.29
"648","0","AUG2005",1,"SO",21,"0","P",0.866666666666665,217.666666666667,6.45333333333333,1.1,77.41,10.6933333333333,1.24666666666667,21,212.346666666667,0,40.3046875,0,0,5.24666666666579,"5",12,0.474777094162893,-187.686666666667
"649","1","AUG2005",0,"SG",18,"0","P",0,679,18,1,2.86333333333333,15.0866666666667,0.373333333333333,5,309.893333333333,0.0187382093,75.078125,0,0,0,"3",12,0.354268115540973,-571.526666666667
"651","1","AUG2005",0,"SF",20,"0","P",1.11333333333333,371.333333333333,5.74,1.16,3.32,15.4666666666667,1.48,23.78,202.356666666667,0.1068195303,61.2265625,0,0,2.27999999999911,"5",12,0.363615203884133,-337.846666666667
"654","1","AUG2005",0,"SO",16,"0","P",0.0533333333333156,174.666666666667,12.0933333333333,1.02,38.54,11.7133333333333,0.253333333333333,11,84.46,0.0016860808,65.953125,0,0,-1.04648734122748e-12,"5",12,0.24319877779464,-165.613333333333
"655","1","AUG2005",0,"SO",20,"1","P",1.2,304.333333333333,3.71333333333333,1.14666666666667,8.28666666666667,2,2,9.07333333333333,218.2,0.0452955224,57.75,2,0,23.7799999999999,"5",1,0.44663548832259,-258.586666666667
"660","1","AUG2005",0,"SO",26,"1","R",2,473,2,1,66,2.66,0.813333333333333,6.11333333333333,435.306666666667,0.0847368503,30.0078125,2,0,0,"3",1,0.601084978226192,-261.268
"662","1","AUG2005",0,"SB",20,"1","P",0,100,39,1,49.0333333333333,5,2.04666666666667,2,544.926666666667,0,61.3046875,2,1,119,"3",0,0.768784303882407,-143.975555555556
"663","1","AUG2005",1,"SO",16,"0","P",0.0466666666666494,278.2,11.9333333333333,1.05333333333333,10.7666666666667,16.1733333333333,0.293333333333333,20.9,46.8933333333333,0.0220553763,57.8203125,0,0,-9.74864633462857e-13,"5",12,0.133888154707279,-298.513333333333
"664","1","AUG2005",0,"SG",30,"0","R",-2.13111010320214e-14,988.916666666667,24.0066666666667,1.42,37.6533333333333,3.46666666666667,1.45333333333333,5.8,802.891111111111,0.0651256351,14.748046875,0,0,17.986666666666,"5",12,0.596035730995098,-575.186666666667
"667","1","AUG2005",1,"SO",19,"0","P",0,143,25,1,44.0733333333333,12,2,16,261.853333333333,0,79.46875,1,0,0,"3",0,0.655983605747584,-137.94
"668","1","AUG2005",0,"SO",19,"0","P",0,166,31,1,60.7733333333333,11,0,34,265.94,0.2793172775,83.734375,0,0,0,"3",12,0.647842592566639,-132.313333333333
"669","1","AUG2005",0,"SN",19,"0","R",-2.29649632643714e-14,757.333333333333,18.9866666666667,1.18,5.86,13.2666666666667,1.40888888888889,14.1533333333333,360.373333333333,0.0265063294,53.4921875,0,0,3.6933333333325,"5",12,0.383679515422771,-566.966666666667
"672","0","AUG2005",1000,"SO",31,"0","R",0,745.666666666667,21,1,121.853333333333,5.50666666666667,1.51333333333333,7.21333333333333,574.366666666667,0.0117401401,47.6705729166667,1,1,1292,"3",1.42666666666667,0.631052878350394,-292.38
"674","0","AUG2005",0,"SD",28,"1","R",0,250,17,1,84.5316666666667,3.62666666666667,1.27333333333333,5.94,557.48,0,42.765625,1,1,312,"3",1.56,0.702899869001573,-187.626666666667
"675","0","AUG2005",800,"SB",24,"0","R",3,341,2,1,0,6.46,1.49333333333333,14.2,381.54,0.4092037231,62.3984375,1,0,0,"3",1,0.597015381521881,-220.76
"676","1","AUG2005",500,"SB",22,"0","P",-2.36780965205223e-14,754.666666666667,26.4133333333333,1.21166666666667,13.3866666666667,13.0733333333333,2.55333333333333,21.6766666666667,438.64,0,59.379918619792,0,0,3.69999999999924,"4",12,0.405009857447059,-616.073333333333
"677","0","AUG2005",0,"SC",20,"1","P",0,366.333333333333,16,1,46.9066666666667,5,4,3,287.073333333333,0.0845710183,61.65625,1,1,88,"3",2,0.487248793964605,-337.453333333333
"678","0","AUG2005",0,"SA",18,"0","P",0.0133333333333122,207.222222222222,11.9011111111111,1.05333333333333,49.7666666666667,8,0.146666666666667,40,108.406666666667,0,85.234375,0,0,1.45333333333234,"5",12,0.321421547909307,-184.333333333333
"679","0","AUG2005",0,"SO",18,"1","P",1.12666666666667,188.555555555556,3.89333333333333,1.04666666666667,57.1033333333333,3,0.166666666666667,6,131.566666666667,0,54.703125,2,0,9.73333333333328,"5",0,0.445178683828523,-147.16
"681","1","AUG2005",0,"SL",21,"3","P",0,850,13,1.58,26.58,27,5,52,403,0.0121995246,77.453125,0,0,45.5266666666661,"5",12,0.474117647058824,-447
"683","0","AUG2005",0,"SO",19,"0","P",1,250,2,1,0,4,3,1,64,0.2683526166,56.2578125,1.17333333333333,0,0,"3",4,0.256,-186
"684","1","AUG2005",1180,"SB",20,"3","P",0,350,19,1,28.9733333333333,3,0,10,340,0,42.328125,1,1,1118,"3",1.62,0.971428571428571,-10
"689","1","AUG2005",2,"SA",20,"0","P",1,1100,3,2,0,9,3,20,125,0.0457519098,60.4765625,1.08,0,0,"3",3,0.113636363636364,-975
"690","1","AUG2005",200,"SC",19,"0","P",1,235,2,2,3.71777777777778,15,0,22,203.093333333333,0.0649306301,72.609375,1,1,0,"3",1,0.450287272576424,-272.866666666667
"695","1","AUG2005",0,"SO",18,"0","P",0,204,20,1.01333333333333,51.8766666666667,24,1,10,277.133333333333,0,78.359375,0,0,1.08666666666569,"5",12,0.592239248793079,-177.466666666667
"698","0","AUG2005",0,"SC",18,"0","P",0.0266666666666424,268.5,21.7503703703704,1.06666666666667,59.7933333333333,3,0.266666666666667,1,357.693333333333,0,42.2890625,0,0,2.6533333333324,"5",12,0.543067147201515,-236.02
"699","0","AUG2005",0,"SH",19,"1","R",1.1,243.666666666667,3.77333333333333,1.27333333333333,33.7933333333333,9.67333333333333,0.946666666666667,11.8533333333333,282.353333333333,0.1786913634,57.1953125,1,0,15.7933333333333,"5",1,0.525510837965298,-227.653333333333
"700","0","AUG2005",10,"SO",23,"0","R",-2.26529905944517e-14,405,23.8266666666667,1.22666666666667,71.04,3.82666666666667,1.36666666666667,6.98666666666667,406.893333333333,0.7358978689,54.4921875,0,0,14.0799999999993,"5",12,0.579635084288562,-239.506666666667
"701","0","AUG2005",1,"SL",22,"4","P",0,1050,9,3,220,12.6333333333333,10,9,1001.32333333333,0.0180123199,78.546875,1,3,276,"3",4,0.415892435793806,-1762.18666666667
"703","1","AUG2005",0,"SC",17,"0","P",0.0199999999999768,277,13.1455555555556,1.06666666666667,14.2466666666667,13,0.273333333333333,13,181.74,0,87.140625,0,0,-1.01673928535699e-12,"5",12,0.38411732007855,-256.32
"706","0","AUG2005",1,"SD",20,"0","P",1,274,2,1.41333333333333,0,16,3,15,302.22,0,46.1953125,1,0,25.2333333333333,"5",1,0.517273488328352,-306.7
"709","1","AUG2005",1,"SL",32,"1","P",0,824,19,2,20.9066666666667,6,6,8,907.146666666667,0.0983177251,51.3828125,1,1,0,"3",4,0.599042462643401,-501.106666666667
"710","0","AUG2005",0,"SO",25,"0","R",-2.29953093603778e-14,449,24.1333333333333,1.11333333333333,76.3866666666667,3.84666666666667,1.06666666666667,6.28,407.573333333333,0,52.1328125,0,0,7.39999999999927,"5",12,0.569771481002284,-262.566666666667
"711","0","AUG2005",1,"SO",30,"1","H",0,3600,21,1,94.7466666666667,16.94,8,25.4133333333333,962,0,61.9921875,0,0,0,"3",12,0.267222222222222,-2638
"714","1","AUG2005",0,"SO",18,"0","P",0.0399999999999798,173.666666666667,10.6033333333333,1.07333333333333,30.5933333333333,14.3466666666667,0.176666666666667,11.3933333333333,143.206666666667,0.0016430291,26.8359375,0,0,-1.01446554860255e-12,"5",12,0.394356982403138,-151.18
"719","0","AUG2005",1,"SB",20,"0","P",0,227.666666666667,37,1,77.5,6.76,0,15.5133333333333,282.026666666667,0.3540147776,59.265625,2,0,0,"3",1,0.601921647866141,-184.402222222222
"721","1","AUG2005",0,"SC",18,"0","P",0,287,22,1,54.02,8,0,6,322.84,0.270877107,67.84375,0,0,0,"3",12,0.567025789590903,-204.546666666667
"722","1","AUG2005",0,"SC",29,"0","R",-2.19587311297194e-14,1055.33333333333,26.3933333333333,1.34666666666667,26.1933333333333,3.94,2.06,3,1014.59333333333,0.1034671078,58.5546875,0,0,5.81333333333269,"5",12,0.65086265132278,-414.82
"724","1","AUG2005",1,"SO",22,"0","R",0.0266666666666436,353,16.8666666666667,1.06666666666667,36.7933333333333,3.62,0.746666666666667,6.2,364.073333333333,0,44.4533854166667,0,0,7.30666666666583,"4",12,0.544931463585964,-258.13
"727","1","AUG2005",1,"SH",19,"1","P",1,459,4.31333333333333,1.30666666666667,7.22,12.2833333333333,1.14666666666667,13,225.02,0,67.046875,1.02666666666667,0,22.9399999999999,"5",4,0.381263268572904,-379.166666666667
"728","1","AUG2005",0,"SO",18,"0","P",1,123.666666666667,1,1,49.14,3,0,6,157.253333333333,0.0509569263,44.765625,0,0,0,"3",12,0.570531582414402,-136.48
"729","0","AUG2005",1,"SL",23,"5","P",0,700,37,2,126.513333333333,20,6,21,943.076666666667,0.1181605288,88.90625,1,2,2793,"3",1.30666666666667,0.489756485515459,-1128.70666666667
"731","1","AUG2005",1,"SO",20,"0","P",0.0133333333333095,495,16.0333333333333,1.19333333333333,5.51333333333333,18,1.62,81,268.033333333333,0.0328128021,59.9765625,0,0,2.57333333333248,"5",12,0.36468864388816,-364.793333333333
"734","1","AUG2005",0,"SA",19,"1","P",1,212,6,1,0,15,1,25,162.126666666667,0.0369484943,74.796875,2,0,0,"3",0,0.445019943312241,-215.6
"738","1","AUG2005",0,"SO",20,"1","P",0,1900,12,2,4.02666666666667,17,1.7,11,521.386666666667,0,72.890625,1,2,792,"3",3,0.29749684885597,-1280.2
"739","1","AUG2005",1,"SO",19,"0","P",1,235.666666666667,2,2,6.88,2,1.17333333333333,9,186.153333333333,0.4719140707,50.859375,1,1,0,"3",0,0.462115139151564,-264.173333333333
"740","1","AUG2005",0,"SL",20,"1","P",1,280.666666666667,3,1,0,14,1,15,197,0.0117976078,74.265625,1,0,0,"3",2,0.44428286269364,-269.553333333333
"741","1","AUG2005",1,"SN",20,"0","P",-2.42668847979151e-14,758.333333333333,25.4693333333333,1.08,9.52666666666667,15.2533333333333,2.06666666666667,21.4466666666667,407.013333333333,0,61.5613541666667,0,0,3.92666666666585,"4",12,0.390392489129898,-623.433333333333
"744","1","AUG2005",1,"SO",22,"4","R",0.00666666666664435,479.333333333333,20.7,1.14,23.2933333333333,2.8,1.30666666666667,6.19333333333333,393.959444444444,0,16.21875,0,0,78.8733333333327,"5",12,0.493620434803504,-408.39
"748","1","AUG2005",0,"SC",21,"3","P",0,900,9,1,0,26,4,6,604.546666666667,0.0750020081,50.484375,1,1,759,"3",3,0.452439007054524,-786.78
"749","0","AUG2005",0,"SE",21,"0","P",0,500,9,1,139.56,7.88,2.96666666666667,1,499.293333333333,0.0852673594,40.609375,0,0,25.6599999999993,"1",12,0.547416099446883,-370.156666666667
"750","0","AUG2005",0,"SC",20,"1","R",0.0133333333333107,240.833333333333,20.0733333333333,1.06666666666667,49.06,7.98833333333333,0.786666666666667,12.0859649122807,283.08,0.0053496672,34.6015625,0,0,2.80666666666576,"5",12,0.524548919956464,-231.08
"752","1","AUG2005",1,"SO",22,"0","R",0.0266666666666436,353,16.8666666666667,1.06666666666667,36.7933333333333,3.62,0.746666666666667,6.2,364.073333333333,0,44.4533854166667,0,0,7.30666666666583,"4",12,0.544931463585964,-258.13
"753","1","AUG2005",120,"SO",18,"0","P",-2.42432000400565e-14,156.666666666667,17.6633333333333,1.01333333333333,44.044,10.7466666666667,0.306666666666667,16.5133333333333,184.653333333333,0,60.5835416666667,0,0,-1.06316141075998e-12,"4",12,0.481685883252693,-214.333333333333
"754","0","AUG2005",0,"SA",22,"1","P",0,441.333333333333,53,1,91.8333333333333,10,3,16,411.326666666667,0.5136187337,48.4296875,2,0,98.0066666666667,"5",1,0.513913013351844,-414.013333333333
"755","0","AUG2005",1140,"SD",32,"0","R",4,1350,1,4,155,13.38,4.10666666666667,27.1066666666667,434,0.1218826063,83.296875,4,4,0,"3",0,0.321481481481481,-916
"756","1","AUG2005",0,"SH",20,"0","R",0.793333333333332,241.666666666667,6.07333333333333,1.08,39.0333333333333,9.37333333333333,0.993333333333333,14.6466666666667,308.226666666667,0.1689371616,55.359375,0,0,0.0733333333324005,"5",12,0.495390478955222,-249.56
"758","1","AUG2005",0,"SC",19,"0","P",1,200,6,1,6.82333333333333,11,1,2,181.34,0,57.46875,2,0,0,"3",0,0.42878046375853,-220.853333333333
"760","1","AUG2005",300,"SC",18,"0","P",0.00666666666664264,315.833333333333,22.7237037037037,1.09333333333333,76.7866666666667,8.82,0.326666666666667,6,363.346666666667,2.9778867885,55.7578125,0,0,1.08666666666578,"5",12,0.612049714271058,-184.453333333333
"763","1","AUG2005",0,"SA",18,"1","P",1.12,287.333333333333,2.94,1.26333333333333,2.92,4,0,43,154.606666666667,0,64.265625,1,0,2.89999999999981,"5",1,0.394252389860352,-207.411666666667
"766","1","AUG2005",0,"SL",21,"0","P",0,250,24,1,8.88666666666667,8,4,29,284.546666666667,0,44.421875,1,0,0,"3",2,0.450143433508938,-401.24
"767","0","AUG2005",0,"SB",19,"0","P",1,168.666666666667,4,2,56.7,1,2,4,204.506666666667,0.2166166855,53.90625,1,1,0,"3",1.52666666666667,0.497201809816692,-205.286666666667
"768","0","AUG2005",0,"SM",28,"2","H",0.059999999999979,2293.33333333333,25.23,1.95333333333333,176.12,11.98,4.80666666666667,17.1466666666667,1616.07333333333,0.2468522508,48.4921875,2,0,991.093333333333,"5",0,0.47854716310352,-1508.73333333333
"769","0","AUG2005",1260,"SN",26,"0","P",0,2050,16,2.39333333333333,184.006666666667,17.0333333333333,9.18,20.4666666666667,1533.18666666667,0.2311964352,38.84375,0,0,75.2933333333328,"5",12,0.531253399992822,-966.88
"771","1","AUG2005",1,"SO",29,"0","P",2,1250,2,1,0,2,2.28,4,744,0.1968360795,52.6484375,2,0,0,"3",1,0.5952,-506
"772","0","AUG2005",0,"SO",31,"1","H",-2.17226236998158e-14,890.666666666667,27.3533333333333,1.47333333333333,128.666666666667,8.61333333333333,4.59333333333333,7.63333333333333,852.833333333333,0,47.6952766927087,0,0,39.1533333333327,"4",12,0.634828016948036,-373.773333333333
"773","1","AUG2005",1,"SA",20,"3","P",0,324.666666666667,20,3,50.1133333333333,26,1,25,358.506666666667,0.1962285768,41.0625,0,0,0,"3",12,0.529151357560063,-318.52
"774","0","AUG2005",0,"SF",18,"0","R",0,213.333333333333,10,1,71.0933333333333,12.2555555555556,0.353333333333333,25.5266666666667,190.4,0.1122554652,75.75,1,0,0,"3",0,0.441228319559358,-214.276666666667
"775","1","AUG2005",0,"SK",19,"0","P",0.00666666666664312,298,13.5666666666667,1.1,2.38666666666667,15.06,1.26666666666667,20.06,201.58,0.2166040838,52.9765625,0,0,0.153333333332358,"5",12,0.392622696791083,-285.073333333333
"776","1","AUG2005",1,"SO",24,"0","R",-2.26570614122087e-14,601.666666666667,20.32,1.09333333333333,21.62,2.64666666666667,1.00666666666667,5.47666666666667,458.386111111111,0,13.30078125,0,0,28.9999999999992,"5",12,0.489007987941163,-499.806666666667
"777","1","AUG2005",1,"SA",42,"0","H",0,800,58,1,0,9.8,5.48666666666667,13.28,1559.74,0.16883511,68.046875,1,1,209,"3",1.38666666666667,0.558191796234902,-1167.54
"778","1","AUG2005",500,"SB",19,"1","P",0,568.666666666667,12,2,5.13333333333333,23,0.973333333333333,22,265.786666666667,0,35.609375,1,1,0,"3",4,0.315115525419066,-457.88
"779","1","AUG2005",0,"SO",20,"0","R",0,234.666666666667,7,1.34,29,8.36,0,11.4266666666667,258.056666666667,0,50.570625,1.06,0,26.3693333333333,"5",3,0.538452251492864,-227.336666666667
"780","1","AUG2005",0,"SH",18,"0","P",0.0199999999999755,284.444444444444,13.0066666666667,1.16666666666667,6.02,20,0,8,217.373333333333,0,81.78125,1,0,1.1266666666665,"5",0,0.436025073403483,-292.673333333333
"785","1","AUG2005",300,"SO",22,"0","P",0,2163.33333333333,12,3,11.3933333333333,20,5,21,897.373333333333,0.1059929163,38.484375,1,3,423,"3",1,0.377628496040343,-1456.21333333333
"786","1","AUG2005",0,"SO",17,"0","P",0.0266666666666489,181.333333333333,12.0225396825397,1.03333333333333,35.88,14,0.226666666666667,18,98.5666666666667,0.0205946534,54.9140625,0,0,-1.02166571499159e-12,"5",12,0.293552175100091,-149.1
"787","1","AUG2005",1,"SL",23,"4","P",0,750,13,2,1,10.6133333333333,5,4,510.58,0.2145193694,75.328125,1,0,0,"3",0,0.447025388249707,-671.806666666667
"789","1","AUG2005",1,"SL",21,"3","P",0,1800,9,1,6.48666666666667,6,4,30,713.393333333333,0.200746635,74.109375,1.1,1,0,"3",4,0.341309854647134,-1222.86666666667
"790","1","AUG2005",0,"SL",19,"0","P",1,705.666666666667,5,2,7.30666666666667,27,1,15,333.053333333333,0.1171828983,64.375,1,1,0,"3",0,0.365489596788878,-567.776666666667
"791","1","AUG2005",0,"SA",18,"0","P",1.09333333333333,244.111111111111,3.91666666666667,1.17333333333333,9.54666666666667,21,0,25,132.186666666667,0.0349303581,58.8125,1,0,4.88666666666648,"5",0,0.364236262364045,-229.153333333333
"792","1","AUG2005",0,"SA",19,"0","P",0,2254.33333333333,35,2,23.9733333333333,4,7,34,1369.39333333333,0.0166918035,59.2421875,1,0,0,"3",0,0.469668918903335,-1672.68666666667
"794","1","AUG2005",0,"SO",17,"1","P",0.026666666666643,286.333333333333,12.9666666666667,1.08,12,8,0,70,176.846666666667,0,93.71875,0,0,-1.01617085116838e-12,"5",12,0.386485911805202,-279.326666666667
"798","1","AUG2005",0,"SO",18,"0","P",1.09333333333333,150,6,1,25.3555555555556,10.4111111111111,0,6,0,0,32.7421875,0,1,0,"3",12,0,-150
"800","1","AUG2005",0,"SM",18,"1","P",0.00666666666664232,257.333333333333,12.6266666666667,1.18666666666667,6.20666666666667,5,1,7,197.02,0,73.515625,1,0,2.41333333333316,"5",0,0.439705974708498,-272.673333333333
"801","1","AUG2005",1,"SB",20,"2","P",-2.4722446312353e-14,340.666666666667,19.68,1.18666666666667,23.7733333333333,20,1,1,302.12,0.0344794104,58.7421875,0,0,8.80666666666596,"5",12,0.423249088657454,-296.75
"802","1","AUG2005",0,"SM",35,"0","R",0,2300,13,1,19,5.08666666666667,3.07333333333333,8.81333333333333,1239,0,48.234375,2,0,0,"2",0,0.538695652173913,-1061
"804","1","AUG2005",1,"SO",25,"0","R",-2.38253861084559e-14,751.333333333333,20.3933333333333,1.47333333333333,14.2533333333333,3.52,1.31333333333333,5.65333333333333,496.763333333333,0.4268490328,53.6484375,1,0,37.8133333333333,"5",0,0.535020954580717,-387.286666666667
"805","1","AUG2005",1020,"SE",38,"0","H",1,1700,1,3,1,10.88,3.74,18.5133333333333,650,0,9.505859375,1,2,809,"3",1,0.382352941176471,-1050
"808","1","AUG2005",1,"SO",21,"0","R",-2.30212145642857e-14,330,16.6552380952381,1.11333333333333,19.6666666666667,3.92,1.03333333333333,6.53,317.7,0,40.2094270833333,0,0,5.0866666666658,"4",12,0.477591779042906,-328.996666666667
"810","0","AUG2005",520,"SL",23,"0","P",0,2223.66666666667,18,1,0,24,7,7,1209.60666666667,0,65.03125,1,1,986,"3",1.70833333333333,0.467771785242142,-1518.26
"811","1","AUG2005",600,"SO",23,"0","R",0,438.333333333333,14,1,0,3.72666666666667,0,8.09333333333333,411.886666666667,0.0778043147,50.5546875,1,1,297,"3",0,0.545357474870617,-343.243333333333
"812","0","AUG2005",0,"SF",20,"1","P",0,679.666666666667,10,4,0,22,2,21,437.64,0,59.9609375,1,3,32,"3",3,0.460228268078901,-605.691666666667
"813","0","AUG2005",1,"SL",19,"1","P",0,160.083333333333,11,2,74.52,0,0,2,227.777777777778,0.1958667398,63.859375,1,1,0,"3",0,0.517774651088654,-212.7
"814","0","AUG2005",520,"SB",24,"0","R",0.0133333333333114,366.666666666667,22.7933333333333,1.20666666666667,75.1333333333333,7.59333333333333,1.37333333333333,15.44,423.773333333333,0,67.84375,0,0,7.7333333333326,"5",12,0.567126056995011,-278.253333333333
"816","0","AUG2005",0,"SD",20,"1","P",0,2209,11,2,0,13,1,38,1600.42666666667,0,96.125,1,1,1582,"3",0,0.449210406195552,-1210.14
"817","1","AUG2005",0,"SK",31,"0","R",-2.10757337508009e-14,1161.66666666667,26.045,1.3,17.8066666666667,3.64,1.29333333333333,6.15333333333333,754.420555555556,0.273509955,40.0078125,0,0,12.4733333333327,"5",12,0.583180853979634,-560.186666666667
"818","0","AUG2005",0,"SM",26,"0","P",0,1300,35,1,98.16,3,3,85,0,0,78.890625,0,0,90.7133333333328,"3",12,0,-1300
"820","0","AUG2005",1,"SO",23,"0","R",0.00666666666664367,319,21.5066666666667,1.12,75.6133333333333,4.02666666666667,0.653333333333333,7.6,364.46,0.0363814259,33.78125,0,0,-8.31619217933621e-13,"5",12,0.556900582420924,-224.853333333333
"821","0","AUG2005",360,"SO",28,"0","R",0,420.666666666667,28,2,90.8733333333333,3.44666666666667,1.53333333333333,7,492.853333333333,0.2527154842,50.078125,1,1,0,"3",1.91333333333333,0.822513559564075,-111.193333333333
"822","1","AUG2005",1,"SF",22,"0","P",-2.41114535744676e-14,690.333333333333,24.7933333333333,1.205,6.61333333333333,14.3666666666667,2.86666666666667,14.0266666666667,499.186666666667,0.2963403575,42.2109375,0,0,3.52666666666593,"5",12,0.391040015730341,-619.713333333333
"823","0","AUG2005",0,"SB",20,"0","P",1,334.666666666667,2,1.92666666666667,581,0,1.68,2,326.26,0.1484338432,70.125,2,0,39.2133333333333,"5",0,0.588613134158659,-241.093333333333
"824","0","AUG2005",0,"SE",28,"0","R",0.00666666666664322,474.666666666667,20.9333333333333,1.59333333333333,121.186666666667,5.68666666666667,2.04,3,782.306666666667,0.6910011657,49.4453125,1,0,89.3533333333333,"5",0,0.692355775010072,-220.96
"826","1","AUG2005",0,"SO",21,"0","R",-2.32728651165341e-14,334,16.22,1.10666666666667,18.82,3.94666666666667,0.933333333333333,7.36,305.94,0,42.4646614583333,0,0,5.08666666666581,"4",12,0.465856583746328,-305.996666666667
"829","1","AUG2005",1,"SC",24,"0","P",1,800,2,2,17.3333333333333,9,6,44,0,0,77,0,1,0,"3",12,0,-800
"831","0","AUG2005",1,"SC",22,"0","R",3,6300,2,1.88,0,10.6933333333333,4.10666666666667,4,649,0.1842470486,61.3125,1,0,563.413333333333,"5",1,0.103015873015873,-5651
"834","0","AUG2005",0,"SO",18,"0","P",0,149.333333333333,21,1,110.290666666667,9,0.166666666666667,29,183.02,0,33.8203125,1.04666666666667,1,0,"3",2,0.506417494746969,-183.886666666667
"835","1","AUG2005",400,"SB",20,"0","R",1,311,4.8,1.27333333333333,11.12,12.1933333333333,0.92,20.1866666666667,235.773333333333,0.0009354341,50.734375,1.04666666666667,0,21.5599999999999,"5",4,0.435318591625342,-303.04
"836","1","AUG2005",0,"SE",19,"0","P",1,749.666666666667,4,2,4.56666666666667,23,0,9,453.946666666667,0.0299986013,57.125,0,1,0,"3",12,0.414615650247876,-605.48
"838","1","AUG2005",0,"SH",19,"1","P",-2.45129842350404e-14,832,32.2133333333333,1.10666666666667,25.24,0,0,1,840.606666666667,0.0117986101,56.6328125,0,0,0.193333333332549,"5",12,0.510534376134523,-583.86
"839","1","AUG2005",0,"SB",18,"0","P",0,845.333333333333,42,1,42.1133333333333,6.585,0.346666666666667,3,640.013333333333,0.1468016487,68.453125,0,1,0,"3",12,0.530545390863114,-565.16
"840","1","AUG2005",0,"SF",17,"0","P",0.039999999999975,291.333333333333,13.2866666666667,1.30666666666667,10.7133333333333,9,0,9,197.6,0,63.859375,1,0,1.47999999999982,"5",0,0.430002052613426,-238.753333333333
"842","1","AUG2005",0,"SH",19,"0","P",1.14666666666667,733,3.72,1.35333333333333,9.19333333333333,26,1,15,384.266666666667,0,73.09375,1,0,37.4066666666666,"5",1,0.410060800689565,-568.006666666667
"843","1","AUG2005",0,"SC",18,"0","P",0,91,21,1,43.6,16,0,16,210.22,0.1018472596,57.359375,0,1,0,"3",12,0.585221640923088,-157.76
"844","1","AUG2005",1,"SA",18,"0","P",0.993333333333334,164.333333333333,3.69755555555556,1.01333333333333,34.5133333333333,5,0,26,95.9933333333333,0,52.7421875,0,0,-1.00574955771056e-12,"5",12,0.318346120555838,-161.366666666667
"845","0","AUG2005",1,"SC",28,"0","R",0,444.5,24,1,100.693333333333,10.48,0,17.7866666666667,559.486666666667,0.2067451482,70.234375,1,0,83.86,"5",1,0.679549497847447,-255.586666666667
"852","1","AUG2005",140,"SO",16,"0","P",0.0466666666666459,163.333333333333,10.2166666666667,1.03333333333333,37.0066666666667,12.58,0.08,10.4866666666667,108.28,0.0376925729,42.0390625,0,0,0.43999999999897,"5",12,0.288916251509885,-165.92
"853","0","AUG2005",1,"SB",20,"0","P",1.02,218.333333333333,5.06,1.11333333333333,58.1286666666667,10.7133333333333,1.47333333333333,20.8666666666667,226.833333333333,0,62.7105598958333,0,0,0.413333333332404,"4",12,0.500622458237102,-222.34
"854","0","AUG2005",0,"SO",19,"0","P",0,152.888888888889,14,2,83.3466666666667,12,0,7,189.38,0.1514336271,25.25,1,1,0,"3",1.39333333333333,0.501191645711377,-177.646666666667
"855","1","AUG2005",1,"SA",17,"0","P",0.066666666666649,198.666666666667,12.3577777777778,1.04666666666667,35.48,13.6266666666667,0.34,11.52,54.48,0,36.296875,0,0,-9.96654610692834e-13,"5",12,0.231090975616916,-159.14
"858","0","AUG2005",0,"SB",21,"1","P",1,2350,4,2,0,0,1,12,2014,0.0538706719,61.921875,1,1,0,"3",2,0.857021276595745,-336
"859","0","AUG2005",0,"SM",21,"4","P",0,908.333333333333,11,1.45333333333333,51,9,4,11,683.72,0,56.1171875,1,0,400.7,"5",2,0.486949815517745,-777.564444444444
"861","0","AUG2005",960,"SO",32,"0","R",1,1550,2,2.31333333333333,0,8.74666666666667,3.25333333333333,15.04,1488,0.0031636115,70.90625,1,0,172.026666666667,"5",1,0.96,-62
"864","1","AUG2005",0,"SO",21,"0","P",0,50,21,1,45,5,27,2,902.013333333333,0.0576460167,70.796875,1,1,33,"3",1.51333333333333,0.740629564523167,-656.366666666667
"865","1","AUG2005",1,"SO",22,"0","R",0.00666666666664328,424,18.0133333333333,1.08666666666667,15.7066666666667,2.46666666666667,0.566666666666667,6.06333333333333,367.981666666667,0.1861050748,54.6484375,0,0,2.1333333333325,"5",12,0.504905518545002,-367.456666666667
