"","GOOD","app_date","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02"
"882","0","AUG2005",2,"SO",21,0,"P",4,2000,4,3,1593,2,4.30666666666667,7,815.326666666667,0.2392369444,34.7421875,3,3,45,"2",2
"883","1","AUG2005",0,"SO",26,0,"P",1,7700,5,1,0,24,6,5,7222,0.1939235781,46.4375,2,0,463.42,"2",1
"884","1","AUG2005",0,"SC",18,0,"P",1.18,754.619047619048,11.4766666666667,1.42095238095238,7.47333333333333,25,0,5,101.166388888889,0,83.640625,1,0,14.3599999999999,"5",2
"885","1","AUG2005",1,"SO",18,0,"P",1.08,279.666666666667,64,1,21.04,3,1,6,248.94,0.0316665323,64.296875,1.02666666666667,1,0,"3",2.64666666666667
"886","1","AUG2005",1,"SH",19,0,"P",1.31666666666667,569.666666666667,23.0666666666667,1.33066666666667,17.3816666666667,0,0,2,296.77,0.0232990584,69.3125,1,0,30.6466666666666,"5",1
"887","1","AUG2005",1,"SE",17,0,"P",1.14,371.888888888889,36.5311111111111,1.03333333333333,31.2533333333333,16,0,4,288.609166666667,0,79.671875,1.01333333333333,0,12.4599999999994,"5",2.10666666666667
"889","1","AUG2005",0,"SO",18,0,"P",1.04666666666667,174,14,1.02,22.6533333333333,3,1,6,91.2847222222222,0.0442007039,78.015625,1.00666666666667,0,1.18666666666615,"5",1.58
"890","0","AUG2005",0,"SO",43,0,"P",3,550,2,2,230.54,25,6.04666666666667,3,496,0.1084226442,57.6953125,4,2,237,"3",0
"891","0","AUG2005",0,"SO",19,0,"P",1.47333333333333,403,13,2,430,4,1,5,278.82,0.092495044,80.203125,1,1,0,"3",0.706666666666667
"892","0","AUG2005",0,"SB",20,0,"P",1.14666666666667,370.583333333333,39,1,51.8866666666667,15,2,19.1333333333333,262.64,0.3417503936,60.609375,1,0,56.3186666666667,"5",1
"897","0","AUG2005",0,"SO",18,0,"P",2,150,5,1,75,4,0,2,236.829444444444,0.638052173,54.8671875,2,1,9,"3",2
"898","0","AUG2005",0,"SD",24,1,"H",1.12666666666667,1700,21,2,59.58,4.85333333333333,1,9.82,1095.87666666667,0.3093714351,50.5,1.04666666666667,1,0,"3",2.54666666666667
"899","1","AUG2005",1,"SF",18,0,"P",1,3936.22222222222,4,1,25,9.44888888888889,9,1,745.122222222222,0.1483949134,78.5,1.13333333333333,1,0,"3",2.43333333333333
"900","0","AUG2005",0,"SB",18,1,"R",1.18666666666667,1150,12,1,58.0644444444445,5.44666666666667,1.69933333333333,3,520.299333333333,0,52.1171875,1,1,937,"3",1.47666666666667
"901","1","AUG2005",0,"SF",20,0,"P",1,950,2,1,11.8533333333333,12.6555555555556,2,1,0,0.0349533858,36.4375,1.10666666666667,1,0,"3",2.43666666666667
"904","1","AUG2005",100,"SO",20,0,"P",1,100,1,1,0,8.19333333333333,1.86222222222222,4,124,0.0162310881,60.6171875,2,1,23,"3",1
"905","0","AUG2005",0,"SA",19,0,"R",1.32,100,11,3,0,10.4666666666667,1.58533333333333,14.4555555555556,368.38,0.1620587343,42.9140625,1,2,163,"2",1
"907","0","AUG2005",0,"SO",19,0,"P",1.07333333333333,282.222222222222,12.9933333333333,1.07333333333333,38.0666666666667,8,2,13.5,200.986666666667,0.0036605801,46.6015625,1.05333333333333,0,1.81333333333283,"5",2.54
"908","1","AUG2005",0,"SA",18,0,"P",1,172.888888888889,3,1,31,16,0,3,80.7333333333333,0.3360324055,48.5,1.1,1,0,"3",2.29333333333333
"911","1","AUG2005",1,"SF",19,0,"P",1.11333333333333,719.377777777778,15,2,3.98,14.7311111111111,0,18.1883333333333,194.953333333333,0.1478665597,69.65625,1,1,0,"3",0.719
"912","0","AUG2005",0,"SC",23,0,"R",1.07333333333333,900,28,2,61.2777777777778,8.85333333333333,2.06666666666667,12.12,686.572666666667,0.170312041,51.3671875,1,1,768,"3",1.56666666666667
"914","0","AUG2005",200,"SC",25,0,"R",1,950,2,2,44,7.26,1.68666666666667,12.6955555555556,601.545555555556,0,52.359375,1,2,833,"3",1.06666666666667
"915","1","AUG2005",1,"SO",22,0,"R",1.18666666666667,1169,54,1,14.44,0,1.23266666666667,7.94888888888889,652.913333333333,0.2523124106,43.9921875,1,1,473,"3",2
"917","1","AUG2005",0,"SO",17,0,"P",1.08666666666667,194.666666666667,12.2155555555556,1.02,29.13,2,0,6,131.835833333333,0,56.44234375,1.00666666666667,0,-5.75255398871377e-13,"5",2.06333333333333
"918","0","AUG2005",0,"SB",19,1,"R",1.08666666666667,327.423076923077,22.64,1.05333333333333,75.3733333333333,9.23666666666667,0.8,14.1866666666667,214.78,0.0593252586,34.734375,1.15333333333333,0,19.1866666666663,"5",2.46666666666667
"919","0","AUG2005",0,"SD",24,0,"H",1.11333333333333,1700,23,1,50.9288888888889,6.76333333333333,1,10.9666666666667,1105.27333333333,0.2632188294,59.421875,1.04,1,0,"3",2.28
"924","1","AUG2005",900,"SO",24,0,"R",1.17333333333333,1285.33333333333,35,1,1,4.9,0,7.84666666666667,673.546666666667,0.30608158,45.640625,1.03333333333333,1,0,"3",2.67333333333333
"925","1","AUG2005",1,"SO",23,0,"R",1.14,1032.66666666667,22.39,1.16666666666667,17.0133333333333,3.77333333333333,0.903333333333333,7,543.24,0,36.75,1.04666666666667,0,6.08666666666631,"5",2.67333333333333
"926","0","AUG2005",0,"SO",34,0,"R",1.24666666666667,592,19.7066666666667,1.72666666666667,85.0088888888889,6.71444444444444,2.12666666666667,6.75333333333333,657.581111111111,0.4476100244,41.390625,1,0,62.72,"5",1
"929","0","AUG2005",220,"SO",20,0,"P",1,330.222222222222,5,1,75.3333333333333,8.60666666666667,2,12.1333333333333,245.077222222222,0.0411112058,38.15625,2,1,0,"3",1
"930","1","AUG2005",1,"SO",19,0,"P",1.06,176.25,13.4183333333333,1.03333333333333,26.02,9.7,0.526666666666667,13.0533333333333,88.8247222222222,0.0658547974,61.6015625,1.00666666666667,0,3.80666666666657,"5",1.6
"935","1","AUG2005",0,"SA",18,0,"P",1.15333333333333,317.083333333333,34.8604,1.06666666666667,37.0066666666667,12.5266666666667,0.28,29.5322222222222,270.896666666667,0,73.1822482638889,1.04666666666667,0,-6.42899067315739e-13,"4",2.35333333333333
"937","1","AUG2005",0,"SO",17,0,"P",1.15333333333333,226.5,11.4255555555556,1.08,40.4466666666667,11.7233333333333,0.268850574712644,22.82,139.561666666667,0.0471894908,48.5703125,2,0,15.3977777777776,"5",1
"938","1","AUG2005",0,"SB",26,1,"H",1,11000,5,1,39.7773333333333,10.3733333333333,0,22.3008888888889,4465,0.202312592,82.65625,2,1,0,"3",1
"943","1","AUG2005",0,"SF",18,0,"P",1.06,186.103054353054,24,1,24.57,12.071873015873,0.201111111111111,24.3362962962963,259.155555555556,0.1126717899,77.609375,1.01333333333333,1,0,"3",1.62666666666667
"950","0","AUG2005",1,"SO",18,0,"P",1.76,499,21.3266666666667,1.34,226.395,2.74,0.0866666666666667,8.13333333333333,485.976666666667,0.4950137464,46.015625,1.42666666666667,0,20.8533333333331,"5",1.78666666666667
"961","1","AUG2005",0,"SB",19,0,"P",2,300,2,1,0,7,3,7,30,0.1136694108,57.328125,1,1,0,"3",2
"962","0","AUG2005",500,"SO",23,0,"R",1.29333333333333,573.333333333333,9,3,39,7.58,1.73333333333333,14.6133333333333,395.107777777778,0.2207763572,62.203125,1,1,0,"3",1
"964","1","AUG2005",0,"SA",20,1,"P",1.09333333333333,454.666666666667,12.5866666666667,1.06666666666667,2.64,12.8533333333333,1.56,7,135.043444444444,0.0082117281,62.390625,1.01333333333333,0,13.3799999999995,"5",2.47333333333333
"966","1","AUG2005",1020,"SD",38,2,"R",1.25333333333333,250,9,2,40,5.70111111111111,0,10.4311111111111,279,0.451916405,28.57421875,1,1,0,"3",1.73
"967","1","AUG2005",0,"SH",25,0,"P",1.14666666666667,2350,16,3,16.8733333333333,22,6,6,372,0.1774041527,69.046875,1.02666666666667,1,0,"3",2.88
"969","1","AUG2005",1,"SG",24,1,"R",1.14666666666667,1032.33333333333,27.08,1.20666666666667,12.0533333333333,5.99333333333333,1.31333333333333,13.96,637.853333333333,0,80.515625,1.04,0,6.04666666666628,"5",2.45333333333333
"972","0","AUG2005",1,"SA",19,0,"P",1,457.034188034188,2,1.2,0,0,0,4,266.997777777778,0.3545837495,48.5546875,1.16,0,7.54666666666628,"5",2.37333333333333
"978","1","AUG2005",0,"SO",19,0,"P",1.1,250,7,1.03111111111111,26,0,1,2,0,0,77.984375,1.08,0,1.09333333333284,"5",2.78444444444444
"979","1","AUG2005",0,"SG",19,1,"P",1.17333333333333,50,43,1,18.6333333333333,12.4733333333333,1.14166666666667,3,398.033333333333,0,83.40625,1.04,1,0,"3",2.26666666666667
"987","1","AUG2005",0,"SL",45,0,"H",1.42666666666667,9251.33333333333,8,5,0,7.78222222222222,0,11.9866666666667,4847.88,0,57.167265625,1.20666666666667,1,0,"3",3
"989","0","AUG2005",0,"SO",18,1,"P",1.61333333333333,677.444444444444,21.0913888888889,1.4,227.52,0,0,7.16333333333333,405.97,0.4127067579,47.0234375,1.32,0,29.1333333333331,"5",1.71333333333333
"994","1","AUG2005",1,"SN",44,0,"H",1.56,8047.33333333333,19,1.92666666666667,14,8.42666666666667,6.65333333333333,7.78666666666667,3437.04,0,29.7109375,1,0,460.22,"5",1
"1001","0","AUG2005",0,"SA",45,0,"R",2,650,4,1,475,12.96,4,18.3716666666667,682,0.0956321303,54.015625,1,1,112,"3",2
"1005","1","AUG2005",0,"SN",28,1,"P",2.70666666666667,5450,20,1,435,23,27,2,2108,0.048788839,4.9599609375,3,1,22,"3",0
"1006","1","AUG2005",0,"SH",18,0,"P",1.14666666666667,231.444444444444,22,1,27.6666666666667,2,0,5,189.49,0,75.40625,1.02,1,0,"3",1.82333333333333
"1009","1","AUG2005",600,"SK",20,0,"P",1.12,300,16,1,0,13.8085714285714,3,26.4433333333333,93,0,60.65619140625,1.04666666666667,1,0,"3",2.25333333333333
"1012","0","AUG2005",0,"SF",25,0,"R",1.19333333333333,544,17.1533333333333,1.65333333333333,104.726666666667,6.13333333333333,0,9.27333333333333,520.19,0.0173004452,28.32421875,1,0,94.4866666666667,"5",1
"1016","0","AUG2005",740,"SN",33,0,"R",1.23333333333333,2400,27,1,58.3466666666667,5.88,3.39333333333333,7.59333333333333,2356,0,50.8671875,1,1,0,"3",2
"1020","1","AUG2005",0,"SC",46,0,"H",1.30666666666667,12800,20,1,0,1,8,8.83333333333333,11936,0.1998484144,55.5474479166667,1.24666666666667,0,342,"1",2.06
"1025","1","AUG2005",0,"SA",19,0,"P",1.07333333333333,237.333333333333,12.9933333333333,1.09333333333333,22.1766666666667,20,2,9,83.4944444444444,0.0177654417,48.7578125,1.01333333333333,0,-5.66918364105125e-13,"5",2.36666666666667
"1026","1","AUG2005",0,"SC",20,0,"P",1.1,749.333333333333,27.3444444444444,1.20666666666667,11.8333333333333,4,1,20,421.425555555556,0.3956588591,76.0625,1.02,0,4.7933333333329,"5",2.39333333333333
"1028","1","AUG2005",0,"SH",18,0,"P",1.1,253.474747474748,28,1,23.5433333333333,11,0,17,210.696666666667,0,62.7265625,1.02291666666667,1,0,"3",1.88
"1029","1","AUG2005",0,"SO",18,0,"P",1.16666666666667,372.666666666667,38.7607407407407,1.02666666666667,27.2333333333333,17,0,18,222.316666666667,0.4362163451,64.546875,1.01333333333333,0,1.17999999999937,"5",2.1992
"1034","1","AUG2005",1,"SH",20,0,"P",1.15333333333333,712.796296296296,39,1,14.0933333333333,18,1,19,324.226666666667,0.1094991628,68.828125,1.00666666666667,1,0,"3",2.212
"1036","1","AUG2005",0,"SE",18,0,"P",1.08,270,32.2366666666667,1.02666666666667,20.32,15,0,19,236.978666666667,0.0993086349,54.46875,1.00666666666667,0,0.00666666666604082,"5",1.62666666666667
"1037","1","AUG2005",1,"SF",18,1,"P",1.13333333333333,733.777777777778,29,2,9.06666666666667,20,1,56,284.333333333333,0,74.609375,1,1,0,"3",0.535
"1041","1","AUG2005",0,"SA",22,0,"P",1.26,907,71,2,12.4066666666667,4,4,44,560.874444444444,0.0512589584,88.53125,1.02,1,0,"3",2.13333333333333
"1045","0","AUG2005",0,"SD",20,1,"P",1.2,509,27,1,48.6266666666667,21,2,31,316.02,0.1352368025,44.5,1,1,0,"3",0
"1050","1","AUG2005",0,"SB",18,0,"H",1.18,1747.66666666667,21,1,17.8766666666667,11,2.43583333333333,33,714.117333333333,0.0556747693,51.953125,1.05333333333333,1,0,"3",2.38666666666667
"1052","0","AUG2005",0,"SE",21,0,"P",1.07333333333333,100,13,1,35,8,3,20,272.488888888889,0.0710505559,60.9453125,1.05333333333333,1,0,"3",2.40666666666667
"1055","0","AUG2005",520,"SA",24,1,"P",1.21333333333333,1192,35,1,65.5066666666667,26,3,15,562.04,0.1667572046,27.59765625,1,1,574,"3",1
"1056","1","AUG2005",0,"SM",18,0,"P",1,250,2,1,28.3666666666667,1,0,18,134.931111111111,0.0079622553,90.3125,1.07333333333333,1,0,"3",2.06333333333333
"1058","1","AUG2005",160,"FT",16,0.24,"P",1.20666666666667,622.666666666667,32.6812121212121,1.18,18.86,15,0.366666666666667,21,410.486666666667,0.1822218848,29.18359375,1.02,0,10.0999999999995,"5",2.06
"1060","1","AUG2005",1,"SO",19,0,"P",1.09333333333333,191,9,1,35,18,1,12,69.5666666666667,0,78.078125,1.01333333333333,1,0,"3",2.46666666666667
"1062","1","AUG2005",0,"SA",18,0,"P",1.02,195.19696969697,13.6833333333333,1.02666666666667,24.94,15,0,16,70.6033333333333,0,69.8125,1,0,-6.41004286687045e-13,"5",0.773333333333333
"1063","0","AUG2005",0,"SA",19,0,"P",1.28666666666667,322,15,2,60.4866666666667,10,3,24,243.32,0.1096815341,49.171875,1,1,0,"3",1
"1064","1","AUG2005",1,"SB",18,0,"P",1,658.666666666667,4,3,12.5377777777778,7,0,10,169.946666666667,0,42.984375,1,2,0,"3",1.35844444444444
"1066","1","AUG2005",0,"SO",16,0,"P",1.09333333333333,206.333333333333,14.637037037037,1.02666666666667,31.36,17,0.2,33,133.721666666667,0.132208691,36.0859375,1,0,6.15333333333325,"5",0
"1067","1","AUG2005",0,"SC",20,0,"P",1.16666666666667,950,12,2,6.7675,24,2,13,0,0.0031163526,76.875,1.02,1,0,"3",3.07333333333333
"1072","1","AUG2005",0,"SC",18,0,"P",1.12,338,36.9584444444444,1.02666666666667,36.24,21,0,11,236.623333333333,0.014660991,87.875,1.01333333333333,0,1.17999999999937,"5",2.00666666666667
"1073","1","AUG2005",0,"SH",19,0,"P",1.16666666666667,601,15,1,6.25866666666667,9,1.02761904761905,22,158.336666666667,0.0264453274,45.1015625,1.03333333333333,1,0,"3",2.34666666666667
"1074","1","AUG2005",1,"SL",18,0,"P",1.03333333333333,219.030303030303,13.5861111111111,1.04666666666667,27.4733333333333,19,0.08,14,121.223166666667,0.0516200715,64.65625,1.00666666666667,0,-6.35319944800964e-13,"5",1.84
"1078","0","AUG2005",0,"SA",23,0,"P",1,644.333333333333,1,2,75.0833333333333,9.63222222222222,3.11333333333333,12,453.935555555556,0.2863025637,44.09375,1,1,0,"3",1.40666666666667
"1086","1","AUG2005",1,"SM",18,0,"P",1,178.444444444444,4,1,24.7333333333333,5,0,22,140.48,0.0580203898,84.15625,1.09897435897436,1,0,"3",2.12666666666667
"1089","1","AUG2005",0,"SB",18,0,"P",1.08666666666667,266.559523809524,41,1.06,39.0155555555556,10,0,11,215.466666666667,0,77.5,1.03333333333333,0,-6.46120194384518e-13,"5",2.69333333333333
"1092","0","AUG2005",0,"SA",21,0,"R",1.14,580.666666666667,43,1,57.3683333333333,8.59,1,11.92,412.686666666667,0.2061722316,23.79296875,1.08666666666667,1,0,"3",2.63333333333333
"1094","0","AUG2005",0,"SO",21,1,"P",1.14,565.333333333333,24,1,0,15,3,8,360.7,0.1215583284,53.421875,1,1,134,"3",4
"1095","0","AUG2005",1060,"SB",22,0,"P",1.20666666666667,1161.11111111111,14,2,59,11,5,42,645.203888888889,0,64.875,1,2,210,"3",1.50777777777778
"1096","1","AUG2005",0,"SA",18,0,"P",1.13333333333333,780.977777777778,22,2,6.34666666666667,19,0.44,59,268.06,0.082732026,68.5,1,1,0,"3",0.526666666666667
"1097","0","AUG2005",0,"SO",19,0,"P",1.20666666666667,403.240740740741,14,1,0,22,0,21,211.14,0.2403591597,53.6875,1,1,46,"3",1.23733333333333
"1101","1","AUG2005",0,"SC",18,0,"P",1,300,5,1,30.2143333333333,19,0,35,76.8262222222222,0,78.640625,1,1,0,"3",0
"1102","1","AUG2005",1,"SL",18,0,"P",1.12,340.363636363636,28.2533333333333,1.04,29.4133333333333,23,0,45,223.343333333333,0.0209121947,87.046875,1.02666666666667,0,1.17999999999937,"5",2.37333333333333
"1107","1","AUG2005",1,"SA",20,1,"P",1.11333333333333,446.666666666667,19,1,0,17,3,22,155.448444444444,0,57.515625,1.03333333333333,1,0,"3",2.62666666666667
"1108","1","AUG2005",1,"SB",18,0.0599999999999993,"P",1.06,236.44696969697,15.0911111111111,1.08666666666667,31.3666666666667,14,0,24,116.873111111111,0.1292947656,40.6875,1.01333333333333,0,-6.19214309457069e-13,"5",2.28
"1109","1","AUG2005",0,"SD",21,1,"P",1.28,4550,15,1,28,12,2,22,0,0.0816415304,68.96875,1,1,0,"3",0
"1110","1","AUG2005",1,"SA",18,0,"P",1.05333333333333,210.335858585859,32,1,26.34,10,0,22,193.305555555556,0,83.625,1.02666666666667,1,0,"3",1.84
"1113","1","AUG2005",0,"SF",18,0,"P",1.07333333333333,209.409932659933,14.74,1.02666666666667,21.5433333333333,16,0,19,137.866666666667,0.1607212722,76.40625,1.00666666666667,0,-6.23951261028803e-13,"5",1.775
"1114","1","AUG2005",0,"SB",17,0,"P",1.09333333333333,331.780303030303,35.5011111111111,1.01333333333333,30.6355555555556,4,0,28,231.583333333333,0,57.1484375,1.03666666666667,0,0.333333333332729,"5",2.35333333333333
"1116","1","AUG2005",0,"SD",18,0,"P",1.15333333333333,2645,38.9466666666667,1.76,29.46,13,13,20,958.293333333333,0.0623573044,78.546875,1.04666666666667,0,82.4533333333332,"5",2.74
"1118","1","AUG2005",0,"SD",17,0,"P",1.14666666666667,357.113636363636,32.9214285714286,1.01333333333333,30.3933333333333,15,0,20,234.082,0.1315578441,67.25,1.02666666666667,0,0.0333333333327359,"5",2.32666666666667
"1119","1","AUG2005",1,"SA",18,0,"P",1.13333333333333,422.673076923077,46,1,17.5466666666667,2,0,21,244.893333333333,0.0743273485,72,1.06,1,0,"3",2.45333333333333
"1120","0","AUG2005",0,"SD",19,1,"P",1.62666666666667,808.833333333333,42,1,338.946666666667,19,1,17,424.186666666667,0.1146961425,6.966796875,1.32666666666667,1,0,"3",1.99333333333333
"1122","1","AUG2005",0,"SB",19,1,"P",1,1150,5,1,1,21,0,19,170.563333333333,0,70.34375,2,1,0,"3",0
"1127","1","AUG2005",0,"SO",27,0,"P",1.16666666666667,3076.5,22.2916666666667,1.64,13.8133333333333,20,6.64666666666667,14,777.806666666667,0,65.890625,1.05333333333333,0,54.4799999999999,"5",2.94
"1131","1","AUG2005",0,"SO",18,0,"P",1.05333333333333,234.462962962963,13.5312698412698,1.03733333333333,25.3333333333333,19,0,16,65.83,0,91.265625,1,0,0.806666666666538,"5",0.448333333333333
"1133","1","AUG2005",0,"SO",19,0,"P",1,500,3,1,3.5,19,2,11,91.4066666666667,0.0240561273,40.6796875,1,1,0,"3",1
"1135","1","AUG2005",0,"SO",19,0,"P",1,100,1,1,24,21,2,12,51.8533333333333,0,63.0234375,1,1,0,"3",1
"1137","1","AUG2005",0,"SO",19,0,"P",1,1900,3,2,4.16,16,1,28,155,0.0708986111,77.796875,1,1,0,"3",1.29333333333333
"1138","1","AUG2005",0,"SM",18,0,"P",1.12666666666667,660.666666666667,26.9149898989899,1.07333333333333,12.9066666666667,20,2,11,278.311111111111,0.2367653754,43.4609375,1.02,0,1.30666666666613,"5",2.66666666666667
"1141","0","AUG2005",0,"SO",18,0,"P",1.24,373.923076923077,10.1958888888889,1.1,88.6566666666667,9,0.5,40,175.13,0.0354321038,85.375,1.24,0,3.82666666666631,"5",2.75333333333333
"1148","1","AUG2005",0,"SA",19,0,"P",1.12,1093.66666666667,14.626,1.27777777777778,6.05333333333333,20,4,8,308.121666666667,0,73.171875,1,0,2.57999999999965,"5",1.07333333333333
"1149","1","AUG2005",0,"SA",20,0,"P",1.08666666666667,600,24,1,4.52,16,2,17,226.977222222222,0.1837088978,70.90625,1.02888888888889,1,0,"3",2.38
"1153","1","AUG2005",0,"SB",18,0,"P",1.04666666666667,246.083333333333,12.4588888888889,1.06,26.9166666666667,7,0,6,102.838888888889,0,40.84375,1,0,1.32666666666611,"5",0.573333333333333
"1156","1","AUG2005",580,"SO",26,2,"P",1,250,5,1,39,23,9,5,0,0.1103511406,40.1171875,1,1,27,"3",4
"1161","1","AUG2005",1,"SO",20,0,"P",2,585.111111111111,2,1.44,1,2,1.46,3,281.231904761905,0.1717368197,19.25,1,0,59.0566666666667,"5",1
"1162","1","AUG2005",0,"SA",18,0,"P",1.04666666666667,215.75,12.3311111111111,1.04,25.8083333333333,7,0,4,85.3748888888889,0,70.953125,1,0,4.9733333333332,"5",0.52
"1163","0","AUG2005",0,"SD",18,0,"P",1.22,457.388888888889,27,1,58.64,5.04638888888889,0,1,435.346666666667,0.1603797176,45.453125,1.05333333333333,1,0,"3",2.06
"1166","1","AUG2005",0,"SO",22,0,"P",1.28666666666667,50,27,2,0,11,3,4,337.52,0.3798202099,65.265625,1,1,0,"3",0.92
"1167","0","AUG2005",0,"SD",27,0,"R",1,50,3,4,109.269333333333,7.62888888888889,6,3,563.483333333333,0.0884269865,38.265625,1,1,0,"1",2
"1168","1","AUG2005",0,"SF",18,0,"P",1.14,311.972222222222,44,1,26.1133333333333,11,0.0822222222222223,5,246.843333333333,0.0720921513,86.109375,1.04,1,0,"3",1.91333333333333
"1169","0","AUG2005",0,"SA",22,0,"R",1.26666666666667,566,20,2,152.464444444444,5.72666666666667,0,10.2466666666667,491.856666666667,0.0990861033,27.40234375,1.30666666666667,1,0,"3",2.32
"1172","1","AUG2005",0,"SO",18,0,"P",1.06333333333333,225.666666666667,16.1822222222222,1.02666666666667,27.6093333333333,2,0,11.5266666666667,138.033333333333,0.1420087186,78.421875,1,0,1.31999999999948,"5",0.526666666666667
"1178","1","AUG2005",0,"SC",18,0,"P",1.11333333333333,685.472222222222,20,1,6.31333333333333,4,2,6,269.513333333333,0.0029627506,59.234375,1.02222222222222,1,0,"3",2.20666666666667
"1179","1","AUG2005",0,"SB",18,0,"R",1,760.033333333333,1,3,1,11.2222222222222,0,25.6094871794872,459.466666666667,0.1109664938,50.890625,2,2,0,"3",1
"1180","1","AUG2005",0,"SH",18,0,"P",1.11333333333333,237.666666666667,14.4055555555556,1.04666666666667,25.5433333333333,12,0.126666666666667,5,137.678888888889,0.0317717839,49.5234375,1.01333333333333,0,2.39333333333272,"5",2.07333333333333
"1181","1","AUG2005",320,"SF",25,0,"P",1.11333333333333,785.388888888889,22,1,9.7,9.97333333333333,1,11.0577777777778,394.482222222222,0.1436783168,45.546875,1.01333333333333,1,0,"3",2.43333333333333
"1182","0","AUG2005",1,"SO",18,0,"P",1.57333333333333,465,37,1,244.868333333333,8.28666666666667,0.593333333333333,13.5866666666667,371.426666666667,0.4499802152,39.03125,1.42666666666667,0,19.0999999999997,"2",1.85333333333333
"1192","0","AUG2005",0,"SE",23,0,"P",1.45333333333333,705.666666666667,8,2.08666666666667,530,8.38666666666667,0,17.5733333333333,544.32,0.1863160855,17.8203125,1.21333333333333,0,96.9399999999998,"5",3
"1196","1","AUG2005",1,"SO",19,0,"P",1,450,2,2,6.62777777777778,21,2,14,0,0,70.3125,1.01333333333333,1,0,"3",2.18
"1198","1","AUG2005",500,"SC",18,0.226666666666667,"P",1.08,244.833333333333,12.1066666666667,1.13555555555556,23.5,13.7666666666667,0.666888888888889,16.2644444444444,118.06,0,43.9140625,1,0,11.7199999999999,"5",1
"1201","1","AUG2005",0,"SO",18,0,"P",1.09333333333333,261.333333333333,30.7170666666667,1.04666666666667,31.8733333333333,11.59,0.266666666666667,20.9013333333333,233.843333333333,0,70.8211041666667,1.04,0,-6.66962781300147e-13,"4",2.41333333333333
"1202","1","AUG2005",1,"SD",20,0,"P",1.08,746.031746031746,12,2,13.1466666666667,11,0,10,315.113333333333,0.0470788641,49.1328125,1.01333333333333,0,13.6316666666663,"5",4
"1204","1","AUG2005",0,"SL",18,0,"P",1.13333333333333,703.388888888889,11.3466666666667,1.61264880952381,5.02666666666667,24,0,22,161.903888888889,0.0670181999,56.34375,1.02,0,7.43999999999987,"5",2.4
"1205","1","AUG2005",0,"SB",18,0,"P",1.13333333333333,217.521043771044,57,1,29.4577777777778,20,1,21,233.63,0.0241068411,74.296875,1.02666666666667,1,0,"3",2.29333333333333
"1214","1","AUG2005",0,"SD",18,0,"P",1.04,345.780303030303,12.875,1.06666666666667,24.7686507936508,7,2,20,103.853333333333,0,81.34375,1,0,-5.78666004003026e-13,"5",0.866666666666667
"1217","0","AUG2005",0,"SL",19,0,"P",1.32,350.5,10,1,160,4,0,18,246.606666666667,0.0226291229,82.015625,1.24,1,0,"3",2.47333333333333
"1234","1","AUG2005",1,"SH",19,1,"P",1.30666666666667,1002,17,1,1,11,2,20,311.231666666667,0.071718324,61.40625,1,1,1376,"3",1
"1235","1","AUG2005",0,"SM",29,0,"P",1.22666666666667,3277.22222222222,11,1,0,18,0,43,1225.04666666667,0.0587027749,98.65625,1.1,1,0,"3",4
"1244","1","AUG2005",500,"SO",24,0.713333333333333,"R",1.10666666666667,1007,19.7733333333333,1.21333333333333,9.68,4.54,0.68,5.36666666666667,559,0.1079901361,42.4765625,1.03333333333333,0,11.5799999999996,"5",2.61333333333333
"1261","0","AUG2005",0,"SC",26,0,"R",1.16666666666667,626,30,1.48666666666667,101,9.00444444444444,1.99333333333333,18.3533333333333,545.533333333333,0.3962632986,71.90625,1,0,92.0733333333333,"5",0
"1264","0","AUG2005",0,"SC",19,0,"P",1,415,1,1,46,13.2716666666667,2,20.5831111111111,147.64,0.09513154,68.1875,1,1,0,"3",0
"1265","1","AUG2005",0,"SO",18,0,"P",1,228.666666666667,3,1,29,6,0,47,129.028888888889,0.1712320563,80.109375,1,1,33,"3",1.08361111111111
"1270","0","AUG2005",0,"SE",39,1,"R",1.32666666666667,700,17,2.09333333333333,105,4.83,2.04,7.18666666666667,851.16,0.2420469387,38.0234375,2,0,53.04,"5",1
"1271","0","AUG2005",0,"SD",18,0,"P",1,215.714285714286,2,1.10666666666667,46,12,0,9,114.76,0.2421339075,43.390625,1.07333333333333,0,0.406666666666267,"5",3
"1273","1","AUG2005",0,"SH",18,0,"P",1,707.111111111111,4,1,5.81333333333333,9,0.196,21,114.398888888889,0.0321069367,52.171875,1,1,0,"3",0
"1277","0","AUG2005",0,"SN",22,1,"P",1.16666666666667,1615,28,4,97.2733333333333,7,6.10666666666667,35,1056.01333333333,0.126919298,63.8515625,1.15333333333333,0,135.66,"5",4
"1279","1","AUG2005",0,"SC",18,0,"P",1.09333333333333,293,30.5127777777778,1.04622222222222,40.4355555555556,6,0,53,279.54,0,67.4375,1,0,3.56666666666655,"5",0.386666666666667
"1281","1","AUG2005",0,"SH",18,0,"P",1.17333333333333,729.5,11,1,5.74333333333333,19,0,36,140.536666666667,0,57.203125,1.03333333333333,1,0,"3",3
"1286","1","AUG2005",0,"SC",19,0,"P",1,709.933333333333,1,2,1,20,1,43,129.215555555556,0,86.6875,1,1,0,"3",1
