"","GOOD","app_date","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02","NewFeature1","NewFeature2"
"2205","1","AUG2005",0,"SM",22,"0","P",1,50,3,2,13.3066666666667,8.81722222222222,2.75,4,378.833333333333,0,64.9959635416667,1,1,0,"3",1.44666666666667,0.469277145247354,-499.74
"2209","0","AUG2005",0,"SO",19,"0","P",0,135,31,1,86.84,4.79333333333333,0.673333333333333,3,230.086666666667,0.0549597673,59.0234375,2,1,0,"3",1,0.602022593980094,-144.733333333333
"2210","1","AUG2005",0,"SN",18,"0","P",1,823.333333333333,3,1.46666666666667,1,2,0,3,574.561666666667,0.1041333901,63.1015625,1,0,34.8533333333333,"5",1,0.481699566579101,-814.26
"2214","1","AUG2005",0,"SA",18,"0","P",0.993333333333334,149,3.65033333333333,1.02666666666667,31.3733333333333,15,0,10,67.4866666666667,0.0922447357,64,0,0,0.0133333333323107,"5",12,0.273966429185957,-159.553333333333
"2217","0","AUG2005",0,"SF",19,"0","P",0,750,22,1,88.54,26,1,7,521.973333333333,0.5572176725,37.8828125,1,1,446,"3",1.18666666666667,0.500780241516191,-494.506666666667
"2220","1","AUG2005",900,"SL",18,"0","P",1.01333333333333,626.333333333333,5.02,1.33333333333333,4.20666666666667,13,2,3,305.913333333333,0.0504946194,52.734375,0,0,0.433333333332451,"5",12,0.411788769426473,-424.113333333333
"2223","0","AUG2005",0,"SA",20,"0","P",0,203.333333333333,35,1,65.4266666666667,6.45333333333333,2,2,294.08,0.4119178653,79.359375,0,1,0,"3",12,0.578876101147101,-224.4
"2224","0","AUG2005",0,"SB",19,"0","P",0,500,14,1,98.68,15,1.79333333333333,5,622,0.8053351566,70.859375,0,1,0,"3",12,1.244,122
"2227","1","AUG2005",0,"SM",21,"0","P",1,150,3,3,46,7.79333333333333,3,1,125,0.1673933445,64.53125,1,2,4,"3",2,0.833333333333333,-25
"2228","1","AUG2005",800,"SK",25,"0","R",0,600,13,2,9.5,10.5133333333333,1.86666666666667,19.1133333333333,511.093333333333,0.0505546484,69,1,1,0,"3",1,0.435351993543678,-534.473333333333
"2231","0","AUG2005",0,"SD",20,"0","P",1,196.333333333333,3,1,0,3,2,10.0466666666667,242.003333333333,0.1505815974,61.78125,1,1,44,"3",2,0.563906636949398,-202.026666666667
"2235","0","AUG2005",0,"SM",27,"0","R",0,1800,8,3,186.306666666667,11.5866666666667,0,23.4533333333333,495,0.2168166796,49.1484375,4,2,0,"1",1,0.275,-1305
"2238","1","AUG2005",1540,"SB",29,"0","H",0,3400,13,2,0,12.86,0,22.32,744,0.0105557698,68.375,1,2,270,"3",1.72,0.218823529411765,-2656
"2241","0","AUG2005",0,"SD",28,"0","R",0,300,12,2,0,3.32666666666667,1.58,6.35333333333333,487.933333333333,0.165093624,60.5390625,2,1,0,"3",0,0.696603356130848,-208.533333333333
"2244","1","AUG2005",0,"SD",18,"0","P",0.966666666666667,188.333333333333,3.21866666666667,1.03333333333333,33.5,19,0,16,105.166666666667,0,83.078125,0,0,-1.01200233378525e-12,"5",12,0.262868881572122,-197.586666666667
"2245","1","AUG2005",100,"SO",19,"0","P",0,166.666666666667,30,1,45.8533333333333,9.78,0,9.905,311.74,0.3696700092,60.8828125,1.09333333333333,1,0,"3",3,0.77840545611036,-96.4333333333333
"2246","1","AUG2005",0,"SM",18,"0","P",0,216,29,1.12,52.8133333333333,18,0,17,243.96,0.2379278257,59.203125,1,0,1.61999999999986,"5",1,0.574986083298302,-182.233333333333
"2247","0","AUG2005",0,"SD",19,"0","P",0,603.333333333333,18,1,172.4,7.94,1,15.5,379.54,0,11.474609375,1,1,348,"2",1.3,0.506846569039821,-466.633333333333
"2248","1","AUG2005",0,"SL",17,"0","P",0,142,14,1.16,43.6266666666667,11.0466666666667,0.44,14.9866666666667,191.386666666667,0.0038323496,82.9375,1,0,2.45333333333319,"5",1,0.499173847827922,-178.46
"2249","1","AUG2005",0,"SL",23,"0","P",0,1734.33333333333,28,1.43333333333333,30,2,2,18,1350.40666666667,0,98.25,0,0,28.7733333333328,"5",12,0.514272824895712,-1017.84666666667
"2252","0","AUG2005",0,"SL",23,"0","R",0,450,14,1.36,87.0733333333333,7.94666666666667,1.33333333333333,15.56,354.113333333333,0,63.7421875,1,0,107.463333333333,"5",1,0.543036561931548,-294.14
"2253","1","AUG2005",0,"SK",19,"0","P",0,721,17,1,0,16.8933333333333,1.22666666666667,18.46,301.14,0.0777509792,74.796875,0,1,0,"3",12,0.342964955811255,-566.906666666667
"2256","1","AUG2005",160,"SA",16,"0","P",0.0266666666666468,161.333333333333,11.3533333333333,1.02666666666667,40.1933333333333,14.1533333333333,0.14,16.2333333333333,104.56,0,77.0625,0,0,-1.03511865745531e-12,"5",12,0.298504821081857,-172.586666666667
"2258","1","AUG2005",0,"SL",18,"0","P",0.0133333333333094,141.666666666667,17.63,1.02,54.0133333333333,9.29333333333333,0.22,15.9733333333333,188.673333333333,0,41.5859375,0,0,0.113333333332299,"5",12,0.475451731704055,-216.206666666667
"2259","1","AUG2005",0,"SN",20,"1","P",0,350,9,2,37,11,2,24,312.686666666667,0.3484376157,69.125,2,1,0,"3",1,0.472156727059469,-484.033333333333
"2260","1","AUG2005",0,"SB",18,"0","P",1,700,2,2,2.48666666666667,18,0,23,415.58,0,72.46875,1,1,0,"3",1.14166666666667,0.418381798716127,-584.08
"2261","1","AUG2005",0,"SO",18,"0","P",0.96,173.333333333333,3.54366666666667,1.06,32.3933333333333,13.3061111111111,0.193333333333333,13.7252380952381,71.8066666666667,0.0493727237,40.78125,0,0,-1.00385477708187e-12,"5",12,0.256352391809348,-199.773333333333
"2263","0","AUG2005",0,"SA",22,"0","R",-2.25626924551155e-14,335.666666666667,18.7133333333333,1.28,94.64,5.59333333333333,1.03333333333333,6.98,335.917777777778,0.0817223846,24.02734375,0,0,2.69333333333254,"5",12,0.54988143676644,-262.44
"2264","1","AUG2005",1,"SA",18,"0","P",0.986666666666667,154.666666666667,3.71866666666667,1.01333333333333,37.1,14.06,0.0933333333333334,16.7733333333333,87.7,0.113569722,64.046875,0,0,0.0133333333323007,"5",12,0.284691627916228,-171.873333333333
"2265","1","AUG2005",0,"SC",18,"0","P",1.02666666666667,177.333333333333,3.35333333333333,1.13333333333333,26.22,14,0,21,126.44,0,58.109375,1,0,3.17333333333315,"5",0,0.399181940798989,-142.76
"2266","1","AUG2005",0,"SA",20,"0","P",0,495,18,2,3.08,18,2,29,266.966666666667,0,44.7890625,0,1,0,"3",12,0.396357916390793,-437.81
"2269","0","AUG2005",0,"SA",19,"0","R",1.20666666666667,188,5.56666666666667,1.21333333333333,86.0333333333333,9.04,0.68,12.5866666666667,220.771111111111,0.1060649629,20.953125,0,0,1.42666666666571,"5",12,0.565791917265265,-176.866666666667
"2289","1","AUG2005",0,"SA",18,"0","P",0,643,19,1,3.86,24,0.376666666666667,38,294.093333333333,0.0103897925,83.734375,0,1,0,"3",12,0.322652577615896,-519.286666666667
"2317","1","AUG2005",0,"SC",19,"0","P",0.00666666666664113,751.666666666667,25.2733333333333,1.54,61.66,10,1,105,1013.7,0,95.734375,1,0,112.293333333333,"5",0,0.577552259322199,-465.266666666667
"2320","0","AUG2005",0,"SA",21,"1","P",0,426.666666666667,44,1,83.9066666666667,20,3,60,386.933333333333,0.0196621438,55.921875,0,1,0,"2",12,0.544122985240178,-276.14
"2321","1","AUG2005",1,"SE",18,"0","P",1,765.333333333333,2,1,5.37333333333333,22,0,61,469.22,0,68.65625,1,1,0,"3",0,0.433796965038808,-619.18
"2322","1","AUG2005",0,"SD",20,"0","P",0,2110,51,1,12.88,21,1,66,961.826666666667,0,58.6328125,2,1,0,"3",0,0.393809262941995,-1584.73333333333
"2323","0","AUG2005",1,"SO",19,"0","P",0,187,37,1,50.5666666666667,6,2,51,265.146666666667,0.0795909059,77.484375,0,1,0,"3",12,0.56741662393129,-228.866666666667
"2324","0","AUG2005",0,"SB",18,"0","P",-2.34986104648745e-14,174.666666666667,16.5511904761905,1.06,53.02,2,1,44,217.073333333333,0.1800443842,79.296875,0,0,0.893333333332338,"5",12,0.485781442097024,-217.986666666667
"2325","0","AUG2005",1,"SO",23,"0","H",0,100,45,1,133.74,8,7,41,1075.56,0.1533463765,74.421875,0,1,0,"3",12,0.718080587777727,-612.526666666667
"2328","0","AUG2005",0,"SD",18,"0","P",1.02,148.888888888889,4.59333333333333,1.03333333333333,81.6533333333333,3,0,41,149.15,0,69.546875,0,0,-1.04591890703887e-12,"5",12,0.441307985280295,-161.946666666667
"2329","1","AUG2005",0,"SO",18,"0","P",0,1700.66666666667,56,1,11.3466666666667,3,0,40,797.506666666667,0.0012145851,62.3046875,0,1,0,"3",12,0.385171095048865,-1482.37333333333
"2330","0","AUG2005",540,"SC",20,"0","P",0,320,18,2,94,20,2,39,375.373333333333,0.1766845961,75.5625,2,1,0,"3",0,0.571229958947458,-234.933333333333
"2332","1","AUG2005",0,"SC",18,"0","P",0.0066666666666426,135.333333333333,16.89,1.00666666666667,49.7866666666667,9,0,38,178.406666666667,0,80.84375,0,0,-1.02867640331776e-12,"5",12,0.460702470835269,-191.133333333333
"2334","1","AUG2005",0,"SC",18,"0","P",0.0133333333333082,151.666666666667,13.0866666666667,1.10666666666667,35.9666666666667,11,0,33,169.313333333333,0,76.921875,1,0,6.69999999999987,"5",0,0.465329584281972,-149.46
"2337","1","AUG2005",0,"SC",18,"0","P",0,150.666666666667,20,1,49.3566666666667,23,0.313333333333333,31,219.226666666667,0.1681946339,69.5625,0,1,0,"3",12,0.524911426809011,-170.986666666667
"2342","1","AUG2005",0,"SF",18,"0","P",0.0333333333333085,314.333333333333,17.42,1.28666666666667,6.75333333333333,9,0.38,25,236.573333333333,0.3741552178,56.8046875,1,0,4.26666666666654,"5",0,0.411653179710402,-296.05
"2345","1","AUG2005",0,"SO",18,"0","P",0,571.666666666667,31,1,6.56,16,0.522222222222222,25,331.586666666667,0.2269396628,85.453125,2,1,0,"3",0,0.38559423258859,-452.3
"2347","1","AUG2005",0,"SA",18,"0","P",1.09333333333333,194.333333333333,3.19,1.15333333333333,25.3355555555556,9,0,23,60.3,0,67.703125,1,0,1.04666666666652,"5",1,0.222962713978231,-148.866666666667
"2348","1","AUG2005",0,"SB",18,"0","P",1.07333333333333,252.111111111111,4.96666666666667,1.17333333333333,1.92666666666667,21,0,23,176.663333333333,0.0135774045,70.8125,1,0,4.24666666666654,"5",2,0.422629449854804,-237.666666666667
"2349","0","AUG2005",0,"SN",18,"0","P",1,100,4,1,60,11,0.433333333333333,27,195.733333333333,0,64.953125,1.1,1,0,"3",3,0.519660967084941,-255.22
"2350","1","AUG2005",0,"SF",18,"0","P",0.019999999999976,315.111111111111,11.9933333333333,1.05333333333333,5.38666666666667,16.36,0.12,23,186.833333333333,0.0307889218,42.640625,0,0,-9.99117825510136e-13,"5",12,0.356874346433321,-285.773333333333
"2354","1","AUG2005",1,"SC",18,"0","P",-2.52412905391945e-14,155,16.6622222222222,1.15333333333333,43.58,8,0,23,186.72,0,65.71875,1,0,1.38666666666651,"5",0,0.501502316795583,-170.76
"2360","1","AUG2005",0,"SL",22,"4","P",2,2750,4,2,41,3,2,21,962,0.0138053681,80.078125,2,2,1264,"2",0,0.349818181818182,-1788
"2363","1","AUG2005",0,"SC",19,"0","P",0,441.666666666667,16,2,0,3,1,20,277.284444444444,0,30.50390625,1,1,0,"3",0.773333333333333,0.406130405601035,-450.593333333333
"2365","1","AUG2005",0,"SH",19,"0","P",0,393.666666666667,17,1,1,8,1,18,248.393333333333,0,52.0625,1,1,0,"3",0,0.395187111104607,-362.093333333333
"2367","1","AUG2005",0,"SH",18,"0","P",0.0266666666666424,566,16.6033333333333,1.28,9.60666666666667,22,0,35,316.286666666667,0,70.875,1,0,2.65999999999988,"5",0,0.360196935850663,-518.473333333333
"2372","1","AUG2005",1,"SF",19,"0","P",0,163.666666666667,30,1,28.7933333333333,8.29777777777778,1,16,291.26,0.0515675433,40.5234375,1.08,1,0,"3",3,0.603454691149862,-154.833333333333
"2373","0","AUG2005",1,"SO",20,"0","P",0,750,12,1,64,1,0,16,460.166666666667,0.1379864709,66.390625,3,1,642,"3",0,0.487886435187989,-572.326666666667
"2375","1","AUG2005",0,"SC",18,"0","P",0.0133333333333101,259.777777777778,11.6053333333333,1.02,6.12,14,1,15,152.48,0.3420099122,47.0234375,0,0,0.0266666666656888,"5",12,0.333895521326219,-274.46
"2377","0","AUG2005",1,"SB",19,"1","P",0,100,13,2,0,8,3,15,277.704444444445,1.2191877253,27.5390625,1,2,140,"3",1,0.554123324006143,-264.093333333333
"2381","1","AUG2005",0,"SL",18,"0","P",0,1327.33333333333,40,1,14.28,18,1,75,570.986666666667,0.2401380814,60.6171875,0,1,0,"3",12,0.319707637472448,-1277.14
"2383","1","AUG2005",1,"SB",18,"0","P",0,233.333333333333,9,1.28666666666667,19,7,1,14,165.993333333333,0,71.96875,1,0,1.27333333333313,"5",0,0.443667341857197,-212.093333333333
"2384","1","AUG2005",0,"SA",18,"0","P",1.07333333333333,161.666666666667,6,1.02666666666667,40,11,0.0533333333333333,14,93.6933333333333,0.1806279626,68.078125,0,0,-1.03511865745531e-12,"5",12,0.304466157633221,-159.74
"2385","1","AUG2005",0,"SK",18,"0","P",1,274.777777777778,5,1,0,18,0.6,14,233.233333333333,0.1757702897,31.53515625,1.11333333333333,1,0,"3",4,0.435362378389489,-285.293333333333
"2391","1","AUG2005",0,"SL",18,"0","P",0.986666666666667,175,4,1.14666666666667,29.0066666666667,21,0,12,151.646666666667,0,51.6953125,1,0,5.25999999999987,"5",0,0.482812581420334,-153.76
"2392","1","AUG2005",0,"SA",18,"0","P",0.986666666666667,174.333333333333,3.18666666666667,1.07333333333333,27.7,19,0,12,93.9933333333333,0.018214495,58.90625,1,0,0.626666666666505,"5",0,0.275604446716872,-137.486666666667
"2393","1","AUG2005",0,"SN",18,"0","P",1.00666666666667,334,5.40666666666667,1.04666666666667,9.04666666666667,13,0,13,235.3,0.2297570067,71.0625,0,0,-9.78464716657375e-13,"5",12,0.40957289068937,-374.773333333333
"2394","1","AUG2005",31,"SA",19,"0","P",0,127.666666666667,36,1,39.6866666666667,10,1,12,249.04,0,41.8828125,0,1,0,"3",12,0.655351326894499,-121.066666666667
"2397","1","AUG2005",0,"SO",19,"0","P",0,100,12,1,25,12,1,10,199.973333333333,0.0269335655,54.40625,1,1,164,"3",0,0.515865339219488,-203.756666666667
"2398","1","AUG2005",0,"SE",20,"0","P",1,1421.66666666667,5,1,0,20,4,12,565.44,0,78.3125,1,1,0,"3",2,0.359772022542737,-1054.96
"2399","1","AUG2005",0,"SO",18,"0","P",0,1519.66666666667,59,1,6.68,18,0,10,662.786666666667,0.0403224993,58.4921875,1,1,1,"3",0,0.35985413780598,-1334.84666666667
"2400","1","AUG2005",0,"SA",22,"1","P",0,1150,14,2,10.6466666666667,16,3.84,11,0,0.0171966125,76.703125,1,2,176,"3",1.61111111111111,0,-1150
"2401","1","AUG2005",0,"SO",18,"0","H",1,1836.66666666667,5,1,22.9,0,0,10,1483.66666666667,0.1943794838,63.7109375,0,1,0,"3",12,0.492287524381571,-1121.67777777778
"2404","1","AUG2005",0,"SH",19,"0","P",0.973333333333333,376.166666666667,4.22,1.23333333333333,9.32,12,2,11,228.153333333333,0.0326506236,42.6796875,0,0,-9.3848484539194e-13,"5",12,0.393578672136599,-339.76
"2406","1","AUG2005",1,"SC",18,"0","P",1.00666666666667,126.333333333333,4.4,1.02,44.3888888888889,20,0,10,162.853333333333,0,73.359375,0,0,-1.03095014007219e-12,"5",12,0.420717072004756,-176.72
"2411","1","AUG2005",10,"SF",22,"0","P",0,2270.66666666667,50,1,16.26,18,5,8,1164.71333333333,0,23.8515625,0,1,0,"3",12,0.381593574177103,-1478.71333333333
"2415","0","AUG2005",0,"SC",20,"0","P",2,2100,3,1,221,0,0,8,218,0.0749999781,61.7890625,3,1,219,"3",1,0.103809523809524,-1882
"2421","1","AUG2005",0,"SO",23,"6","P",0,1573.66666666667,44,3,36.1,10,4,9,1107.88,0.0279702826,61.59375,1,1,0,"3",1.65666666666667,0.466980178427548,-1045.98666666667
"2422","1","AUG2005",0,"SF",18,"0","P",0,1242.33333333333,18,3,10.5766666666667,15,2,6,539.58,0.2634894652,61.5234375,1,3,0,"3",0,0.373657930133566,-1092.89333333333
"2423","1","AUG2005",0,"SK",17,"0","P",0.0466666666666425,329,22.0133333333333,1.26666666666667,54.6266666666667,27,0.28,6,323.633333333333,0.3871427383,74.921875,1,0,20.7266666666666,"5",0,0.529993777588755,-282.633333333333
"2426","1","AUG2005",0,"SA",18,"0","P",0,114.666666666667,20,1,41.4933333333333,22,0,5,199.533333333333,0.1874416601,39.53125,1,1,0,"3",0,0.564474032919567,-160.893333333333
"2429","1","AUG2005",0,"SE",23,"1","P",0,1650,7,1,0,23,3,9,1148,0.1476256354,38.9921875,2,1,0,"3",0,0.695757575757576,-502
"2430","1","AUG2005",400,"SN",22,"2","P",3,19400,3,2,44,3,9,5,11965,0.131662502,37.9609375,1,2,2580,"3",0,0.616752577319588,-7435
"2432","1","AUG2005",0,"SO",18,"0","P",0,257.333333333333,10,1,1,2,0,4,173.593333333333,0.3020986402,66.546875,0,1,0,"3",12,0.393175929604914,-254.264444444444
"2433","1","AUG2005",1,"SK",18,"0","P",1,284,3,1,4.92666666666667,11,0.133333333333333,5,202.34,0.0653525004,81.265625,1,1,0,"3",0,0.451900162526037,-304.54
"2434","1","AUG2005",0,"SA",21,"0","P",-2.51854093136217e-14,299.666666666667,16.1533333333333,1.13333333333333,17.3266666666667,0,0,4,261.18,0,48.2421875,0,0,2.25333333333247,"5",12,0.462518128725052,-256.17
"2437","1","AUG2005",0,"SN",20,"0","P",0,1000.6,21,1,0,14.6266666666667,2.12,4,521.373333333333,0,49.21875,0,1,0,"3",12,0.39872025141045,-880.926666666667
"2438","0","AUG2005",1,"SC",21,"0","P",0,750,7,1,111,15,3.54666666666667,3,807,0.5061935689,52.3515625,1.26,1,0,"3",3,1.076,57
"2439","1","AUG2005",0,"SH",18,"0","P",0.0333333333333086,477,16.7733333333333,1.26666666666667,5.84,24,1,3,299.673333333333,0.050257231,76.4375,1,0,5.63333333333323,"5",0,0.429181830098366,-383.713333333333
"2443","1","AUG2005",1,"SA",19,"0","P",1.02,252.666666666667,4.23333333333333,1.28666666666667,4.14,8,2,12,157.713333333333,0.0300048511,72.640625,1,0,6.32666666666653,"5",0,0.420475271918212,-212.586666666667
"2444","1","AUG2005",0,"SL",18,"0","P",1,197,3.94666666666667,1.02666666666667,31.44,10,0,3,118.596666666667,0.1498884684,53.9375,0,0,-1.0085917286536e-12,"5",12,0.303449648460779,-261.446666666667
"2446","0","AUG2005",0,"SO",19,"1","P",0,1450,13,1,61.86,11,1,13,559.46,0.0871054777,60.46875,2,1,1241,"3",0,0.362182896220498,-1062.43333333333
"2448","1","AUG2005",0,"SA",19,"0","P",0,350,15,1,15.7733333333333,1,0,3,0,0,47.921875,1,1,0,"3",0,0,-350
"2459","0","AUG2005",0,"SC",18,"0","P",0,150,7,1.07333333333333,63.4266666666667,9,0,30,63,0,95.0625,0,0,0.819999999999018,"5",12,0.42,-87
"2460","0","AUG2005",140,"SA",30,"0","R",1,50,3,4,174.666666666667,4.87333333333333,2.25333333333333,5,409.753333333333,0.1406197539,21.33203125,1,4,0,"1",1,0.71121413044324,-235.433333333333
"2462","1","AUG2005",0,"SO",18,"0","P",0,197.666666666667,12,1,20,10,0.146666666666667,7,127.186666666667,0.2940136828,50.953125,1,1,0,"3",1,0.39462680726931,-194.176666666667
"2463","1","AUG2005",1,"SC",18,"0","P",1,226.333333333333,2,1,0,15,0.433333333333333,9,222.366666666667,0,83.75,2,1,0,"3",0,0.455026198116538,-285.12
"2467","1","AUG2005",0,"SO",18,"0","P",0.966666666666667,189.333333333333,3.457,1.04666666666667,39.1066666666667,13.0766666666667,0.16,13.3452380952381,70.5666666666667,0.0549992031,45.0390625,0,0,-9.96275654567095e-13,"5",12,0.257840666735222,-155.146666666667
"2468","1","AUG2005",0,"SK",18,"0","P",0.0333333333333085,387,18.9333333333333,1.32666666666667,40.09,6.38,0.393333333333333,1,278.937777777778,0,58.890625,1,0,26.3066666666666,"5",0,0.544462643680411,-246.286666666667
"2472","1","AUG2005",0,"SA",20,"0","P",0,500,19,2,9.64,6,2,8,1,0.0541127706,45.7734375,1,1,0,"3",1.88,0.002,-499
"2474","1","AUG2005",1,"SO",27,"0","H",0,1940.66666666667,14,4,1,5.76,3,9.39555555555556,1357.51333333333,0.0628053653,60.3125,1,1,0,"3",0,0.586763110046437,-769.02
"2476","1","AUG2005",0,"SN",30,"1","R",0,1489.33333333333,17,1,17.1133333333333,2.16,0,4.39333333333333,1036.46,0.0432233651,56.5625,0,1,0,"3",12,0.546708846103305,-711.84
"2480","1","AUG2005",0,"SC",30,"0","R",1,2550,5,3,0,8.38,3,10.5133333333333,1677.22666666667,0.8667096924,41.7890625,2,3,2141,"3",0,0.479843104166097,-1660.78666666667
"2481","1","AUG2005",0,"SN",18,"1","P",1.10666666666667,399.666666666667,5.63333333333333,1.08,6.83333333333333,15.1666666666667,0,33.9533333333333,278.246666666667,0.1495345924,64.75,0,0,0.826666666665683,"5",12,0.395463249788394,-395.12
"2483","0","AUG2005",1740,"SO",27,"0","R",2,1330.66666666667,2,2,118.986666666667,9.31333333333333,0,15.68,776.486666666667,0.0624792977,48.5089192708333,3,2,1824,"3",0,0.45479775546282,-945.653333333333
"2484","0","AUG2005",0,"SB",26,"1","R",0,750,23,1,77.4033333333333,4.93333333333333,3,8.42,371,0.2180289002,42.875,1,1,464,"3",1,0.494666666666667,-379
"2485","0","AUG2005",0,"SF",18,"0","P",0,1341.66666666667,40,1,84.6055555555556,11.28,0,27.4244444444444,660.706666666667,0,75,0,1,0,"3",12,0.409796464619296,-989.453333333333
"2487","1","AUG2005",1,"SO",19,"0","P",0,306.666666666667,34,1,44.3533333333333,9.91333333333333,0.8,10.9833333333333,296.453333333333,0.1740923808,48.546875,1,1,0,"3",0,0.728370451021466,-138.723333333333
"2488","1","AUG2005",0,"SE",19,"0","P",0,159,13,1,42.3366666666667,6.78,0.686666666666667,9.88666666666667,298.846666666667,0.1611658027,56.03125,0,1,0,"3",12,0.573739045239053,-200.6
"2489","1","AUG2005",0,"SD",18,"0","P",0,216.666666666667,13,1,23.62,13.1066666666667,1,14.64,50.0933333333333,0.0839409726,51.921875,0,0,-9.95517742315618e-13,"5",12,0.182443919004972,-242.726666666667
"2490","1","AUG2005",1,"SF",23,"0","P",0,2250,13,1,0,15.0466666666667,4.99333333333333,21.1466666666667,0,0.6547738146,60.734375,1,1,0,"3",0,0,-2250
"2491","1","AUG2005",1,"SO",23,"0","R",0,350,36,1,42.4466666666667,4.73666666666667,1.31333333333333,9.22666666666667,372,0.0593197992,55.6328125,0,1,0,"3",12,1.06285714285714,22
"2492","0","AUG2005",1,"SE",22,"0","R",2,350,3,1,92.6133333333333,6.44666666666667,1.12666666666667,10.15,446.96,0.1695727594,58.671875,4,1,0,"3",0,0.68232551705152,-189.848
"2493","1","AUG2005",0,"FT",20,"0","P",1,863,2,1.41333333333333,9.19333333333333,14.5533333333333,2.26,21.6033333333333,493.946666666667,0.0244167927,47.21875,1,0,51.1533333333333,"5",0,0.442198391435221,-636.346666666667
"2494","0","AUG2005",700,"SM",45,"0","H",2,12300,5,3,0,12.88,9,20.6133333333333,13733,0.0853847109,77.921875,1,1,0,"3",2,1.11650406504065,1433
"2495","0","AUG2005",0,"SO",20,"0","R",1,150,2,1.20666666666667,54.9666666666667,8.8,0.746666666666667,12.9733333333333,204.346666666667,0,46.2596875,2,0,17.5933333333333,"5",0,0.58049135419998,-140.56
"2496","0","AUG2005",0,"SA",20,"0","P",0.0333333333333108,220.666666666667,16.9333333333333,1.21333333333333,63.4466666666667,10.06,0,20.4866666666667,229.066666666667,0.4598032804,69.390625,2,0,28.7933333333333,"5",0,0.534017780394412,-137.046666666667
"2497","0","AUG2005",1520,"SN",39,"0","R",0,750,24,2,119.813333333333,7.75666666666667,4.14,10.7666666666667,713,0.4346181154,40.4375,1,2,316,"3",2,0.950666666666667,-37
"2498","0","AUG2005",0,"SM",24,"1","R",0,450,10,2,92.3733333333333,7.02666666666667,2.1,11.9933333333333,340,0,51.5954166666667,2,1,1666,"3",1,0.755555555555556,-110
"2499","1","AUG2005",0,"SM",22,"2","P",-2.49578135935735e-14,828,19.94,1.37888888888889,8.42,11.5,3.12,16.1,574.806666666667,0.3102767533,58.2734375,1,0,181.36,"5",0,0.453321331253669,-752.193333333333
"2500","1","AUG2005",0,"SO",18,"0","P",0.0199999999999753,143.666666666667,12.6533333333333,1.06666666666667,36.1026666666667,10.4866666666667,1,14.4933333333333,135.906666666667,0,70.9375,1,0,1.21999999999983,"5",0,0.458905712106177,-146.086666666667
"2501","0","AUG2005",0,"SA",19,"0","R",0.00666666666664284,170.666666666667,15.7933333333333,1.26,54.1,7.02222222222222,0.88,10.2533333333333,231.56,0.1289508697,41.0992708333333,1,0,7.76666666666663,"5",0,0.552225164884831,-142.406666666667
"2502","1","AUG2005",0,"SC",30,"0","R",-2.30996703246925e-14,772.666666666667,21.6866666666667,1.56,26.3333333333333,4.46666666666667,1.68,6.57333333333333,842.46,0.0018557028,46.875,1,0,89.9733333333333,"5",0,0.701719325191489,-335.153333333333
"2503","1","AUG2005",0,"SH",20,"0","P",0,208.333333333333,22,1,45,10.9822222222222,0,21.4433333333333,270.426666666667,0.0694983082,69.5,0,1,0,"3",12,0.557588851764281,-226.633333333333
"2504","1","AUG2005",0,"SF",19,"0","P",1.14666666666667,224.666666666667,5.72,1.11333333333333,19.8666666666667,7.4,0.894285714285714,11.36,211.436666666667,0,59.140625,0,0,1.44666666666564,"5",12,0.425732530628648,-239.346666666667
"2505","1","AUG2005",1,"SO",25,"0","R",0.00666666666664418,801.666666666667,19.8906666666667,1.12,12.2666666666667,2.06,0.673333333333333,4.38,566.017222222222,0.216913058,32.03125,0,0,6.93999999999927,"5",12,0.529578427981805,-451.8
"2506","0","AUG2005",0,"SA",19,"0","P",0.986666666666667,197.555555555556,3.972,1.05333333333333,54.5533333333333,10.0266666666667,2,15.7533333333333,129.125,0.1497130073,50.796875,0,0,0.0466666666656812,"5",12,0.480989656532128,-157.87
"2507","1","AUG2005",0,"SC",19,"0","P",0,250,13,1,15.4333333333333,22,2,13,0,0,88.625,1,1,0,"3",0,0,-250
"2508","1","AUG2005",0,"SC",19,"0","P",0,295.666666666667,15,1,45,1,2,1,406.593333333333,0,32.5546875,1,1,0,"3",0,0.563769389821763,-264.453333333333
"2509","0","AUG2005",0,"SL",18,"0","P",0,342.333333333333,25,1,101.705,0,0,2,280.24,0,81.53125,0,1,0,"3",12,0.518368644611004,-276.046666666667
"2513","1","AUG2005",0,"SH",18,"0","P",0.986666666666667,291.666666666667,3.43666666666667,1.06666666666667,11.3933333333333,14.1866666666667,0.0333333333333332,13.4066666666667,197.153333333333,0,38.0234375,0,0,-1.00082312807596e-12,"5",12,0.392966816427795,-304.333333333333
"2514","1","AUG2005",0,"SA",19,"0","P",1.00333333333333,213,4.22033333333333,1.1,21.4355555555556,12.7333333333333,2,14.48,48.4466666666667,0.1654089009,48.4453125,0,0,0.0466666666657168,"5",12,0.199665325785326,-186.14
"2524","1","AUG2005",0,"SO",20,"0","P",0,1865.33333333333,51,1,9.85333333333333,20,0,66,801.66,0,56.90625,2,1,0,"3",0,0.345425762082548,-1568.82666666667
